#    L    TT             EE             BB             TE          
   776    0.23609E+04    0.20743E+02    0.89305E-01   -0.11816E+03
   777    0.23668E+04    0.20491E+02    0.89437E-01   -0.11722E+03
   778    0.23728E+04    0.20241E+02    0.89569E-01   -0.11624E+03
   779    0.23784E+04    0.19993E+02    0.89702E-01   -0.11525E+03
   780    0.23840E+04    0.19746E+02    0.89834E-01   -0.11422E+03
   781    0.23895E+04    0.19503E+02    0.89966E-01   -0.11316E+03
   782    0.23948E+04    0.19261E+02    0.90097E-01   -0.11209E+03
   783    0.24000E+04    0.19023E+02    0.90229E-01   -0.11098E+03
   784    0.24051E+04    0.18787E+02    0.90361E-01   -0.10984E+03
   785    0.24099E+04    0.18553E+02    0.90492E-01   -0.10868E+03
   786    0.24147E+04    0.18322E+02    0.90623E-01   -0.10747E+03
   787    0.24193E+04    0.18094E+02    0.90754E-01   -0.10625E+03
   788    0.24237E+04    0.17869E+02    0.90884E-01   -0.10500E+03
   789    0.24280E+04    0.17645E+02    0.91014E-01   -0.10374E+03
   790    0.24323E+04    0.17428E+02    0.91144E-01   -0.10244E+03
   791    0.24363E+04    0.17212E+02    0.91273E-01   -0.10111E+03
   792    0.24402E+04    0.17000E+02    0.91402E-01   -0.99771E+02
   793    0.24439E+04    0.16793E+02    0.91531E-01   -0.98395E+02
   794    0.24473E+04    0.16589E+02    0.91658E-01   -0.97007E+02
   795    0.24507E+04    0.16388E+02    0.91786E-01   -0.95590E+02
   796    0.24540E+04    0.16192E+02    0.91913E-01   -0.94161E+02
   797    0.24570E+04    0.15999E+02    0.92039E-01   -0.92703E+02
   798    0.24598E+04    0.15810E+02    0.92164E-01   -0.91233E+02
   799    0.24625E+04    0.15626E+02    0.92289E-01   -0.89742E+02
   800    0.24651E+04    0.15445E+02    0.92413E-01   -0.88230E+02
   801    0.24674E+04    0.15269E+02    0.92537E-01   -0.86704E+02
   802    0.24695E+04    0.15097E+02    0.92659E-01   -0.85143E+02
   803    0.24716E+04    0.14928E+02    0.92781E-01   -0.83584E+02
   804    0.24733E+04    0.14765E+02    0.92902E-01   -0.81996E+02
   805    0.24751E+04    0.14607E+02    0.93022E-01   -0.80395E+02
   806    0.24765E+04    0.14452E+02    0.93142E-01   -0.78780E+02
   807    0.24778E+04    0.14303E+02    0.93260E-01   -0.77152E+02
   808    0.24788E+04    0.14159E+02    0.93377E-01   -0.75503E+02
   809    0.24798E+04    0.14019E+02    0.93494E-01   -0.73848E+02
   810    0.24804E+04    0.13884E+02    0.93609E-01   -0.72172E+02
   811    0.24809E+04    0.13755E+02    0.93724E-01   -0.70482E+02
   812    0.24812E+04    0.13631E+02    0.93837E-01   -0.68785E+02
   813    0.24814E+04    0.13511E+02    0.93949E-01   -0.67078E+02
   814    0.24814E+04    0.13397E+02    0.94061E-01   -0.65359E+02
   815    0.24812E+04    0.13288E+02    0.94171E-01   -0.63631E+02
   816    0.24807E+04    0.13184E+02    0.94280E-01   -0.61893E+02
   817    0.24801E+04    0.13086E+02    0.94388E-01   -0.60147E+02
   818    0.24794E+04    0.12993E+02    0.94494E-01   -0.58393E+02
   819    0.24784E+04    0.12905E+02    0.94600E-01   -0.56631E+02
   820    0.24773E+04    0.12823E+02    0.94704E-01   -0.54862E+02
   821    0.24759E+04    0.12745E+02    0.94807E-01   -0.53089E+02
   822    0.24744E+04    0.12675E+02    0.94908E-01   -0.51309E+02
   823    0.24726E+04    0.12609E+02    0.95009E-01   -0.49525E+02
   824    0.24706E+04    0.12550E+02    0.95108E-01   -0.47735E+02
   825    0.24685E+04    0.12495E+02    0.95205E-01   -0.45943E+02
   826    0.24661E+04    0.12447E+02    0.95302E-01   -0.44148E+02
   827    0.24636E+04    0.12404E+02    0.95397E-01   -0.42352E+02
   828    0.24609E+04    0.12367E+02    0.95490E-01   -0.40554E+02
   829    0.24580E+04    0.12336E+02    0.95582E-01   -0.38756E+02
   830    0.24550E+04    0.12311E+02    0.95673E-01   -0.36959E+02
   831    0.24517E+04    0.12291E+02    0.95762E-01   -0.35163E+02
   832    0.24482E+04    0.12277E+02    0.95850E-01   -0.33368E+02
   833    0.24446E+04    0.12269E+02    0.95937E-01   -0.31575E+02
   834    0.24408E+04    0.12266E+02    0.96022E-01   -0.29785E+02
   835    0.24368E+04    0.12271E+02    0.96105E-01   -0.27999E+02
   836    0.24325E+04    0.12280E+02    0.96187E-01   -0.26216E+02
   837    0.24282E+04    0.12295E+02    0.96267E-01   -0.24438E+02
   838    0.24236E+04    0.12316E+02    0.96346E-01   -0.22665E+02
   839    0.24187E+04    0.12343E+02    0.96423E-01   -0.20898E+02
   840    0.24138E+04    0.12377E+02    0.96499E-01   -0.19137E+02
   841    0.24087E+04    0.12415E+02    0.96573E-01   -0.17385E+02
   842    0.24034E+04    0.12459E+02    0.96645E-01   -0.15638E+02
   843    0.23979E+04    0.12509E+02    0.96716E-01   -0.13903E+02
   844    0.23921E+04    0.12565E+02    0.96785E-01   -0.12176E+02
   845    0.23863E+04    0.12626E+02    0.96852E-01   -0.10459E+02
   846    0.23804E+04    0.12694E+02    0.96918E-01   -0.87527E+01
   847    0.23743E+04    0.12767E+02    0.96982E-01   -0.70575E+01
   848    0.23680E+04    0.12846E+02    0.97045E-01   -0.53747E+01
   849    0.23615E+04    0.12930E+02    0.97106E-01   -0.37039E+01
   850    0.23549E+04    0.13020E+02    0.97165E-01   -0.20459E+01
   851    0.23481E+04    0.13116E+02    0.97222E-01   -0.40141E+00
   852    0.23411E+04    0.13217E+02    0.97278E-01    0.12293E+01
   853    0.23340E+04    0.13324E+02    0.97332E-01    0.28455E+01
   854    0.23266E+04    0.13437E+02    0.97384E-01    0.44459E+01
   855    0.23191E+04    0.13555E+02    0.97434E-01    0.60314E+01
   856    0.23116E+04    0.13677E+02    0.97483E-01    0.76003E+01
   857    0.23038E+04    0.13805E+02    0.97530E-01    0.91518E+01
   858    0.22959E+04    0.13940E+02    0.97575E-01    0.10686E+02
   859    0.22878E+04    0.14078E+02    0.97619E-01    0.12204E+02
   860    0.22796E+04    0.14222E+02    0.97660E-01    0.13702E+02
   861    0.22713E+04    0.14371E+02    0.97700E-01    0.15181E+02
   862    0.22628E+04    0.14525E+02    0.97738E-01    0.16641E+02
   863    0.22542E+04    0.14685E+02    0.97775E-01    0.18081E+02
   864    0.22454E+04    0.14848E+02    0.97809E-01    0.19501E+02
   865    0.22364E+04    0.15017E+02    0.97842E-01    0.20898E+02
   866    0.22276E+04    0.15191E+02    0.97873E-01    0.22274E+02
   867    0.22184E+04    0.15370E+02    0.97902E-01    0.23628E+02
   868    0.22092E+04    0.15553E+02    0.97930E-01    0.24960E+02
   869    0.21998E+04    0.15741E+02    0.97956E-01    0.26269E+02
   870    0.21903E+04    0.15933E+02    0.97979E-01    0.27555E+02
   871    0.21807E+04    0.16130E+02    0.98002E-01    0.28816E+02
   872    0.21710E+04    0.16331E+02    0.98022E-01    0.30055E+02
   873    0.21612E+04    0.16536E+02    0.98041E-01    0.31268E+02
   874    0.21513E+04    0.16747E+02    0.98058E-01    0.32456E+02
   875    0.21412E+04    0.16959E+02    0.98073E-01    0.33620E+02
   876    0.21310E+04    0.17177E+02    0.98086E-01    0.34759E+02
   877    0.21209E+04    0.17399E+02    0.98098E-01    0.35871E+02
   878    0.21105E+04    0.17624E+02    0.98108E-01    0.36957E+02
   879    0.21001E+04    0.17853E+02    0.98116E-01    0.38016E+02
   880    0.20897E+04    0.18086E+02    0.98123E-01    0.39049E+02
   881    0.20791E+04    0.18322E+02    0.98128E-01    0.40054E+02
   882    0.20684E+04    0.18561E+02    0.98131E-01    0.41031E+02
   883    0.20577E+04    0.18805E+02    0.98133E-01    0.41980E+02
   884    0.20469E+04    0.19051E+02    0.98133E-01    0.42902E+02
   885    0.20359E+04    0.19300E+02    0.98131E-01    0.43794E+02
   886    0.20250E+04    0.19553E+02    0.98128E-01    0.44658E+02
   887    0.20139E+04    0.19808E+02    0.98123E-01    0.45492E+02
   888    0.20029E+04    0.20067E+02    0.98117E-01    0.46298E+02
   889    0.19917E+04    0.20328E+02    0.98109E-01    0.47074E+02
   890    0.19805E+04    0.20592E+02    0.98100E-01    0.47819E+02
   891    0.19693E+04    0.20858E+02    0.98089E-01    0.48536E+02
   892    0.19580E+04    0.21127E+02    0.98077E-01    0.49223E+02
   893    0.19466E+04    0.21398E+02    0.98063E-01    0.49879E+02
   894    0.19352E+04    0.21671E+02    0.98047E-01    0.50505E+02
   895    0.19238E+04    0.21946E+02    0.98031E-01    0.51102E+02
   896    0.19123E+04    0.22224E+02    0.98012E-01    0.51668E+02
   897    0.19007E+04    0.22503E+02    0.97993E-01    0.52203E+02
   898    0.18893E+04    0.22784E+02    0.97972E-01    0.52709E+02
   899    0.18777E+04    0.23067E+02    0.97950E-01    0.53182E+02
   900    0.18661E+04    0.23351E+02    0.97926E-01    0.53626E+02
   901    0.18546E+04    0.23637E+02    0.97901E-01    0.54038E+02
   902    0.18430E+04    0.23923E+02    0.97875E-01    0.54420E+02
   903    0.18312E+04    0.24211E+02    0.97848E-01    0.54771E+02
   904    0.18197E+04    0.24500E+02    0.97819E-01    0.55090E+02
   905    0.18080E+04    0.24791E+02    0.97789E-01    0.55378E+02
   906    0.17963E+04    0.25081E+02    0.97758E-01    0.55635E+02
   907    0.17847E+04    0.25372E+02    0.97726E-01    0.55860E+02
   908    0.17732E+04    0.25664E+02    0.97693E-01    0.56055E+02
   909    0.17616E+04    0.25957E+02    0.97659E-01    0.56217E+02
   910    0.17499E+04    0.26251E+02    0.97623E-01    0.56350E+02
   911    0.17383E+04    0.26543E+02    0.97587E-01    0.56452E+02
   912    0.17267E+04    0.26836E+02    0.97549E-01    0.56522E+02
   913    0.17149E+04    0.27129E+02    0.97511E-01    0.56561E+02
   914    0.17034E+04    0.27422E+02    0.97471E-01    0.56571E+02
   915    0.16918E+04    0.27715E+02    0.97431E-01    0.56550E+02
   916    0.16803E+04    0.28007E+02    0.97389E-01    0.56498E+02
   917    0.16688E+04    0.28300E+02    0.97347E-01    0.56416E+02
   918    0.16574E+04    0.28591E+02    0.97304E-01    0.56304E+02
   919    0.16460E+04    0.28881E+02    0.97260E-01    0.56161E+02
   920    0.16346E+04    0.29171E+02    0.97215E-01    0.55989E+02
   921    0.16233E+04    0.29460E+02    0.97169E-01    0.55786E+02
   922    0.16120E+04    0.29748E+02    0.97123E-01    0.55554E+02
   923    0.16007E+04    0.30034E+02    0.97076E-01    0.55294E+02
   924    0.15895E+04    0.30319E+02    0.97028E-01    0.55003E+02
   925    0.15785E+04    0.30602E+02    0.96979E-01    0.54683E+02
   926    0.15674E+04    0.30885E+02    0.96930E-01    0.54336E+02
   927    0.15564E+04    0.31166E+02    0.96880E-01    0.53960E+02
   928    0.15455E+04    0.31445E+02    0.96830E-01    0.53555E+02
   929    0.15345E+04    0.31722E+02    0.96779E-01    0.53123E+02
   930    0.15238E+04    0.31996E+02    0.96727E-01    0.52663E+02
   931    0.15130E+04    0.32270E+02    0.96675E-01    0.52176E+02
   932    0.15023E+04    0.32540E+02    0.96622E-01    0.51662E+02
   933    0.14918E+04    0.32808E+02    0.96569E-01    0.51121E+02
   934    0.14812E+04    0.33074E+02    0.96515E-01    0.50555E+02
   935    0.14708E+04    0.33337E+02    0.96461E-01    0.49962E+02
   936    0.14605E+04    0.33598E+02    0.96407E-01    0.49343E+02
   937    0.14502E+04    0.33856E+02    0.96352E-01    0.48699E+02
   938    0.14400E+04    0.34112E+02    0.96297E-01    0.48030E+02
   939    0.14300E+04    0.34363E+02    0.96241E-01    0.47336E+02
   940    0.14200E+04    0.34613E+02    0.96186E-01    0.46617E+02
   941    0.14101E+04    0.34859E+02    0.96130E-01    0.45875E+02
   942    0.14002E+04    0.35101E+02    0.96074E-01    0.45108E+02
   943    0.13906E+04    0.35341E+02    0.96017E-01    0.44319E+02
   944    0.13811E+04    0.35576E+02    0.95961E-01    0.43507E+02
   945    0.13716E+04    0.35808E+02    0.95904E-01    0.42672E+02
   946    0.13622E+04    0.36037E+02    0.95847E-01    0.41815E+02
   947    0.13529E+04    0.36262E+02    0.95790E-01    0.40937E+02
   948    0.13437E+04    0.36484E+02    0.95733E-01    0.40038E+02
   949    0.13346E+04    0.36701E+02    0.95676E-01    0.39118E+02
   950    0.13257E+04    0.36914E+02    0.95619E-01    0.38178E+02
   951    0.13169E+04    0.37124E+02    0.95563E-01    0.37218E+02
   952    0.13082E+04    0.37330E+02    0.95506E-01    0.36239E+02
   953    0.12996E+04    0.37530E+02    0.95449E-01    0.35241E+02
   954    0.12912E+04    0.37728E+02    0.95392E-01    0.34225E+02
   955    0.12827E+04    0.37920E+02    0.95336E-01    0.33190E+02
   956    0.12745E+04    0.38108E+02    0.95280E-01    0.32138E+02
   957    0.12664E+04    0.38291E+02    0.95224E-01    0.31069E+02
   958    0.12584E+04    0.38469E+02    0.95168E-01    0.29983E+02
   959    0.12506E+04    0.38644E+02    0.95112E-01    0.28881E+02
   960    0.12428E+04    0.38813E+02    0.95057E-01    0.27765E+02
   961    0.12352E+04    0.38978E+02    0.95002E-01    0.26633E+02
   962    0.12277E+04    0.39138E+02    0.94948E-01    0.25486E+02
   963    0.12204E+04    0.39293E+02    0.94893E-01    0.24326E+02
   964    0.12132E+04    0.39443E+02    0.94840E-01    0.23153E+02
   965    0.12061E+04    0.39588E+02    0.94786E-01    0.21967E+02
   966    0.11992E+04    0.39728E+02    0.94733E-01    0.20768E+02
   967    0.11924E+04    0.39864E+02    0.94681E-01    0.19558E+02
   968    0.11856E+04    0.39993E+02    0.94629E-01    0.18337E+02
   969    0.11791E+04    0.40117E+02    0.94578E-01    0.17105E+02
   970    0.11728E+04    0.40237E+02    0.94527E-01    0.15862E+02
   971    0.11665E+04    0.40351E+02    0.94477E-01    0.14610E+02
   972    0.11603E+04    0.40459E+02    0.94427E-01    0.13349E+02
   973    0.11542E+04    0.40562E+02    0.94378E-01    0.12079E+02
   974    0.11484E+04    0.40660E+02    0.94330E-01    0.10800E+02
   975    0.11427E+04    0.40753E+02    0.94282E-01    0.95147E+01
   976    0.11371E+04    0.40838E+02    0.94235E-01    0.82220E+01
   977    0.11317E+04    0.40920E+02    0.94189E-01    0.69234E+01
   978    0.11263E+04    0.40996E+02    0.94143E-01    0.56187E+01
   979    0.11213E+04    0.41066E+02    0.94098E-01    0.43092E+01
   980    0.11162E+04    0.41131E+02    0.94054E-01    0.29946E+01
   981    0.11113E+04    0.41189E+02    0.94011E-01    0.16757E+01
   982    0.11066E+04    0.41242E+02    0.93969E-01    0.35345E+00
   983    0.11020E+04    0.41290E+02    0.93927E-01   -0.97216E+00
   984    0.10975E+04    0.41331E+02    0.93886E-01   -0.23004E+01
   985    0.10932E+04    0.41367E+02    0.93846E-01   -0.36310E+01
   986    0.10890E+04    0.41397E+02    0.93807E-01   -0.49628E+01
   987    0.10849E+04    0.41422E+02    0.93769E-01   -0.62961E+01
   988    0.10810E+04    0.41442E+02    0.93732E-01   -0.76298E+01
   989    0.10773E+04    0.41455E+02    0.93695E-01   -0.89625E+01
   990    0.10737E+04    0.41465E+02    0.93660E-01   -0.10296E+02
   991    0.10702E+04    0.41467E+02    0.93625E-01   -0.11628E+02
   992    0.10669E+04    0.41463E+02    0.93591E-01   -0.12958E+02
   993    0.10636E+04    0.41454E+02    0.93559E-01   -0.14287E+02
   994    0.10605E+04    0.41440E+02    0.93527E-01   -0.15612E+02
   995    0.10576E+04    0.41420E+02    0.93496E-01   -0.16934E+02
   996    0.10548E+04    0.41392E+02    0.93466E-01   -0.18252E+02
   997    0.10521E+04    0.41361E+02    0.93437E-01   -0.19567E+02
   998    0.10496E+04    0.41324E+02    0.93410E-01   -0.20876E+02
   999    0.10472E+04    0.41281E+02    0.93383E-01   -0.22181E+02
  1000    0.10449E+04    0.41233E+02    0.93357E-01   -0.23480E+02
  1001    0.10428E+04    0.41179E+02    0.93332E-01   -0.24772E+02
  1002    0.10407E+04    0.41119E+02    0.93308E-01   -0.26057E+02
  1003    0.10388E+04    0.41054E+02    0.93285E-01   -0.27335E+02
  1004    0.10371E+04    0.40983E+02    0.93264E-01   -0.28605E+02
  1005    0.10356E+04    0.40907E+02    0.93243E-01   -0.29866E+02
  1006    0.10341E+04    0.40825E+02    0.93223E-01   -0.31120E+02
  1007    0.10327E+04    0.40738E+02    0.93204E-01   -0.32363E+02
  1008    0.10312E+04    0.40645E+02    0.93187E-01   -0.33597E+02
  1009    0.10301E+04    0.40548E+02    0.93170E-01   -0.34821E+02
  1010    0.10291E+04    0.40445E+02    0.93154E-01   -0.36034E+02
  1011    0.10282E+04    0.40338E+02    0.93140E-01   -0.37236E+02
  1012    0.10274E+04    0.40225E+02    0.93126E-01   -0.38427E+02
  1013    0.10267E+04    0.40108E+02    0.93114E-01   -0.39606E+02
  1014    0.10262E+04    0.39985E+02    0.93102E-01   -0.40773E+02
  1015    0.10256E+04    0.39858E+02    0.93092E-01   -0.41927E+02
  1016    0.10253E+04    0.39726E+02    0.93083E-01   -0.43068E+02
  1017    0.10251E+04    0.39589E+02    0.93075E-01   -0.44196E+02
  1018    0.10250E+04    0.39446E+02    0.93067E-01   -0.45310E+02
  1019    0.10249E+04    0.39300E+02    0.93061E-01   -0.46411E+02
  1020    0.10251E+04    0.39148E+02    0.93056E-01   -0.47496E+02
  1021    0.10253E+04    0.38991E+02    0.93052E-01   -0.48567E+02
  1022    0.10256E+04    0.38830E+02    0.93049E-01   -0.49623E+02
  1023    0.10260E+04    0.38665E+02    0.93047E-01   -0.50661E+02
  1024    0.10264E+04    0.38494E+02    0.93046E-01   -0.51684E+02
  1025    0.10270E+04    0.38321E+02    0.93046E-01   -0.52687E+02
  1026    0.10279E+04    0.38142E+02    0.93047E-01   -0.53676E+02
  1027    0.10286E+04    0.37960E+02    0.93049E-01   -0.54647E+02
  1028    0.10294E+04    0.37774E+02    0.93052E-01   -0.55600E+02
  1029    0.10304E+04    0.37583E+02    0.93056E-01   -0.56536E+02
  1030    0.10314E+04    0.37389E+02    0.93061E-01   -0.57454E+02
  1031    0.10323E+04    0.37191E+02    0.93067E-01   -0.58351E+02
  1032    0.10335E+04    0.36988E+02    0.93075E-01   -0.59234E+02
  1033    0.10347E+04    0.36782E+02    0.93083E-01   -0.60097E+02
  1034    0.10361E+04    0.36574E+02    0.93092E-01   -0.60940E+02
  1035    0.10375E+04    0.36361E+02    0.93102E-01   -0.61764E+02
  1036    0.10390E+04    0.36144E+02    0.93113E-01   -0.62570E+02
  1037    0.10406E+04    0.35924E+02    0.93125E-01   -0.63355E+02
  1038    0.10422E+04    0.35702E+02    0.93137E-01   -0.64121E+02
  1039    0.10440E+04    0.35476E+02    0.93151E-01   -0.64863E+02
  1040    0.10457E+04    0.35247E+02    0.93166E-01   -0.65587E+02
  1041    0.10475E+04    0.35015E+02    0.93181E-01   -0.66288E+02
  1042    0.10494E+04    0.34780E+02    0.93198E-01   -0.66970E+02
  1043    0.10514E+04    0.34542E+02    0.93215E-01   -0.67628E+02
  1044    0.10535E+04    0.34301E+02    0.93233E-01   -0.68267E+02
  1045    0.10555E+04    0.34059E+02    0.93252E-01   -0.68886E+02
  1046    0.10576E+04    0.33814E+02    0.93272E-01   -0.69479E+02
  1047    0.10598E+04    0.33565E+02    0.93293E-01   -0.70059E+02
  1048    0.10620E+04    0.33315E+02    0.93314E-01   -0.70612E+02
  1049    0.10643E+04    0.33063E+02    0.93336E-01   -0.71139E+02
  1050    0.10666E+04    0.32808E+02    0.93359E-01   -0.71646E+02
  1051    0.10689E+04    0.32551E+02    0.93383E-01   -0.72134E+02
  1052    0.10713E+04    0.32292E+02    0.93408E-01   -0.72594E+02
  1053    0.10737E+04    0.32031E+02    0.93433E-01   -0.73036E+02
  1054    0.10761E+04    0.31769E+02    0.93459E-01   -0.73458E+02
  1055    0.10785E+04    0.31506E+02    0.93485E-01   -0.73853E+02
  1056    0.10810E+04    0.31241E+02    0.93512E-01   -0.74229E+02
  1057    0.10836E+04    0.30974E+02    0.93540E-01   -0.74578E+02
  1058    0.10863E+04    0.30707E+02    0.93569E-01   -0.74908E+02
  1059    0.10889E+04    0.30438E+02    0.93598E-01   -0.75211E+02
  1060    0.10915E+04    0.30168E+02    0.93627E-01   -0.75495E+02
  1061    0.10941E+04    0.29897E+02    0.93657E-01   -0.75752E+02
  1062    0.10968E+04    0.29626E+02    0.93688E-01   -0.75990E+02
  1063    0.10994E+04    0.29353E+02    0.93719E-01   -0.76201E+02
  1064    0.11021E+04    0.29080E+02    0.93751E-01   -0.76401E+02
  1065    0.11048E+04    0.28806E+02    0.93783E-01   -0.76573E+02
  1066    0.11074E+04    0.28532E+02    0.93815E-01   -0.76719E+02
  1067    0.11102E+04    0.28258E+02    0.93848E-01   -0.76838E+02
  1068    0.11129E+04    0.27983E+02    0.93882E-01   -0.76938E+02
  1069    0.11156E+04    0.27709E+02    0.93915E-01   -0.77026E+02
  1070    0.11184E+04    0.27434E+02    0.93949E-01   -0.77088E+02
  1071    0.11210E+04    0.27160E+02    0.93984E-01   -0.77123E+02
  1072    0.11237E+04    0.26885E+02    0.94018E-01   -0.77131E+02
  1073    0.11265E+04    0.26611E+02    0.94053E-01   -0.77119E+02
  1074    0.11291E+04    0.26338E+02    0.94088E-01   -0.77089E+02
  1075    0.11318E+04    0.26064E+02    0.94123E-01   -0.77039E+02
  1076    0.11344E+04    0.25791E+02    0.94159E-01   -0.76962E+02
  1077    0.11372E+04    0.25520E+02    0.94195E-01   -0.76874E+02
  1078    0.11397E+04    0.25249E+02    0.94230E-01   -0.76743E+02
  1079    0.11423E+04    0.24978E+02    0.94266E-01   -0.76609E+02
  1080    0.11450E+04    0.24709E+02    0.94302E-01   -0.76455E+02
  1081    0.11475E+04    0.24441E+02    0.94338E-01   -0.76274E+02
  1082    0.11500E+04    0.24175E+02    0.94375E-01   -0.76073E+02
  1083    0.11525E+04    0.23909E+02    0.94411E-01   -0.75853E+02
  1084    0.11550E+04    0.23645E+02    0.94447E-01   -0.75614E+02
  1085    0.11575E+04    0.23383E+02    0.94483E-01   -0.75348E+02
  1086    0.11599E+04    0.23122E+02    0.94519E-01   -0.75077E+02
  1087    0.11623E+04    0.22864E+02    0.94555E-01   -0.74764E+02
  1088    0.11647E+04    0.22605E+02    0.94591E-01   -0.74447E+02
  1089    0.11670E+04    0.22350E+02    0.94627E-01   -0.74102E+02
  1090    0.11692E+04    0.22097E+02    0.94663E-01   -0.73753E+02
  1091    0.11715E+04    0.21845E+02    0.94698E-01   -0.73369E+02
  1092    0.11738E+04    0.21595E+02    0.94733E-01   -0.72973E+02
  1093    0.11759E+04    0.21348E+02    0.94769E-01   -0.72557E+02
  1094    0.11779E+04    0.21103E+02    0.94803E-01   -0.72129E+02
  1095    0.11801E+04    0.20861E+02    0.94838E-01   -0.71689E+02
  1096    0.11821E+04    0.20620E+02    0.94873E-01   -0.71221E+02
  1097    0.11840E+04    0.20383E+02    0.94907E-01   -0.70733E+02
  1098    0.11859E+04    0.20149E+02    0.94940E-01   -0.70233E+02
  1099    0.11878E+04    0.19917E+02    0.94974E-01   -0.69720E+02
  1100    0.11896E+04    0.19689E+02    0.95007E-01   -0.69188E+02
  1101    0.11914E+04    0.19462E+02    0.95040E-01   -0.68640E+02
  1102    0.11932E+04    0.19239E+02    0.95072E-01   -0.68075E+02
  1103    0.11949E+04    0.19019E+02    0.95104E-01   -0.67496E+02
  1104    0.11965E+04    0.18804E+02    0.95135E-01   -0.66902E+02
  1105    0.11980E+04    0.18590E+02    0.95166E-01   -0.66294E+02
  1106    0.11995E+04    0.18379E+02    0.95197E-01   -0.65671E+02
  1107    0.12009E+04    0.18173E+02    0.95227E-01   -0.65034E+02
  1108    0.12023E+04    0.17968E+02    0.95256E-01   -0.64384E+02
  1109    0.12035E+04    0.17766E+02    0.95285E-01   -0.63721E+02
  1110    0.12048E+04    0.17569E+02    0.95314E-01   -0.63045E+02
  1111    0.12059E+04    0.17376E+02    0.95341E-01   -0.62356E+02
  1112    0.12071E+04    0.17186E+02    0.95369E-01   -0.61657E+02
  1113    0.12080E+04    0.17001E+02    0.95395E-01   -0.60944E+02
  1114    0.12089E+04    0.16818E+02    0.95421E-01   -0.60221E+02
  1115    0.12099E+04    0.16640E+02    0.95446E-01   -0.59488E+02
  1116    0.12107E+04    0.16466E+02    0.95471E-01   -0.58744E+02
  1117    0.12115E+04    0.16295E+02    0.95495E-01   -0.57990E+02
  1118    0.12121E+04    0.16129E+02    0.95518E-01   -0.57225E+02
  1119    0.12128E+04    0.15967E+02    0.95540E-01   -0.56452E+02
  1120    0.12133E+04    0.15808E+02    0.95562E-01   -0.55670E+02
  1121    0.12138E+04    0.15654E+02    0.95583E-01   -0.54878E+02
  1122    0.12142E+04    0.15504E+02    0.95603E-01   -0.54079E+02
  1123    0.12145E+04    0.15359E+02    0.95622E-01   -0.53272E+02
  1124    0.12148E+04    0.15217E+02    0.95641E-01   -0.52457E+02
  1125    0.12149E+04    0.15079E+02    0.95659E-01   -0.51635E+02
  1126    0.12150E+04    0.14947E+02    0.95675E-01   -0.50807E+02
  1127    0.12150E+04    0.14817E+02    0.95691E-01   -0.49972E+02
  1128    0.12150E+04    0.14694E+02    0.95706E-01   -0.49133E+02
  1129    0.12149E+04    0.14575E+02    0.95720E-01   -0.48287E+02
  1130    0.12146E+04    0.14459E+02    0.95734E-01   -0.47436E+02
  1131    0.12144E+04    0.14348E+02    0.95746E-01   -0.46582E+02
  1132    0.12140E+04    0.14242E+02    0.95757E-01   -0.45722E+02
  1133    0.12135E+04    0.14141E+02    0.95767E-01   -0.44860E+02
  1134    0.12130E+04    0.14043E+02    0.95777E-01   -0.43993E+02
  1135    0.12124E+04    0.13951E+02    0.95785E-01   -0.43123E+02
  1136    0.12117E+04    0.13863E+02    0.95792E-01   -0.42252E+02
  1137    0.12110E+04    0.13779E+02    0.95799E-01   -0.41377E+02
  1138    0.12102E+04    0.13701E+02    0.95804E-01   -0.40501E+02
  1139    0.12093E+04    0.13626E+02    0.95808E-01   -0.39623E+02
  1140    0.12083E+04    0.13558E+02    0.95811E-01   -0.38745E+02
  1141    0.12073E+04    0.13492E+02    0.95813E-01   -0.37865E+02
  1142    0.12061E+04    0.13432E+02    0.95814E-01   -0.36986E+02
  1143    0.12049E+04    0.13376E+02    0.95814E-01   -0.36107E+02
  1144    0.12035E+04    0.13324E+02    0.95813E-01   -0.35229E+02
  1145    0.12022E+04    0.13278E+02    0.95810E-01   -0.34351E+02
  1146    0.12008E+04    0.13236E+02    0.95807E-01   -0.33475E+02
  1147    0.11993E+04    0.13199E+02    0.95802E-01   -0.32600E+02
  1148    0.11976E+04    0.13166E+02    0.95796E-01   -0.31728E+02
  1149    0.11960E+04    0.13138E+02    0.95789E-01   -0.30859E+02
  1150    0.11942E+04    0.13115E+02    0.95781E-01   -0.29992E+02
  1151    0.11925E+04    0.13096E+02    0.95772E-01   -0.29128E+02
  1152    0.11905E+04    0.13082E+02    0.95761E-01   -0.28268E+02
  1153    0.11886E+04    0.13073E+02    0.95750E-01   -0.27413E+02
  1154    0.11866E+04    0.13068E+02    0.95737E-01   -0.26561E+02
  1155    0.11845E+04    0.13068E+02    0.95723E-01   -0.25713E+02
  1156    0.11823E+04    0.13071E+02    0.95708E-01   -0.24872E+02
  1157    0.11800E+04    0.13079E+02    0.95691E-01   -0.24035E+02
  1158    0.11778E+04    0.13092E+02    0.95674E-01   -0.23204E+02
  1159    0.11754E+04    0.13109E+02    0.95655E-01   -0.22379E+02
  1160    0.11729E+04    0.13131E+02    0.95635E-01   -0.21562E+02
  1161    0.11705E+04    0.13157E+02    0.95614E-01   -0.20751E+02
  1162    0.11679E+04    0.13187E+02    0.95591E-01   -0.19947E+02
