#    L    TT             EE             TE             PP             TP          
  1102    0.12070E+04    0.18557E+02   -0.74205E+02    0.22624E+06   -0.34553E+01
  1103    0.12091E+04    0.18307E+02   -0.73542E+02    0.22583E+06   -0.35261E+01
  1104    0.12113E+04    0.18060E+02   -0.72861E+02    0.22542E+06   -0.35920E+01
  1105    0.12133E+04    0.17817E+02   -0.72163E+02    0.22501E+06   -0.36529E+01
  1106    0.12153E+04    0.17576E+02   -0.71449E+02    0.22460E+06   -0.37090E+01
  1107    0.12172E+04    0.17340E+02   -0.70718E+02    0.22419E+06   -0.37603E+01
  1108    0.12191E+04    0.17107E+02   -0.69972E+02    0.22379E+06   -0.38069E+01
  1109    0.12208E+04    0.16875E+02   -0.69211E+02    0.22338E+06   -0.38489E+01
  1110    0.12225E+04    0.16651E+02   -0.68434E+02    0.22297E+06   -0.38863E+01
  1111    0.12241E+04    0.16430E+02   -0.67643E+02    0.22257E+06   -0.39192E+01
  1112    0.12257E+04    0.16213E+02   -0.66838E+02    0.22217E+06   -0.39477E+01
  1113    0.12271E+04    0.16001E+02   -0.66018E+02    0.22176E+06   -0.39719E+01
  1114    0.12285E+04    0.15791E+02   -0.65186E+02    0.22136E+06   -0.39917E+01
  1115    0.12298E+04    0.15587E+02   -0.64342E+02    0.22096E+06   -0.40074E+01
  1116    0.12311E+04    0.15388E+02   -0.63485E+02    0.22056E+06   -0.40189E+01
  1117    0.12322E+04    0.15192E+02   -0.62616E+02    0.22016E+06   -0.40263E+01
  1118    0.12333E+04    0.15002E+02   -0.61734E+02    0.21977E+06   -0.40297E+01
  1119    0.12343E+04    0.14816E+02   -0.60842E+02    0.21937E+06   -0.40292E+01
  1120    0.12352E+04    0.14635E+02   -0.59940E+02    0.21897E+06   -0.40249E+01
  1121    0.12361E+04    0.14458E+02   -0.59025E+02    0.21858E+06   -0.40167E+01
  1122    0.12368E+04    0.14285E+02   -0.58103E+02    0.21819E+06   -0.40049E+01
  1123    0.12374E+04    0.14119E+02   -0.57171E+02    0.21779E+06   -0.39894E+01
  1124    0.12380E+04    0.13956E+02   -0.56229E+02    0.21740E+06   -0.39703E+01
  1125    0.12385E+04    0.13798E+02   -0.55278E+02    0.21701E+06   -0.39477E+01
  1126    0.12389E+04    0.13646E+02   -0.54321E+02    0.21662E+06   -0.39217E+01
  1127    0.12392E+04    0.13497E+02   -0.53355E+02    0.21623E+06   -0.38924E+01
  1128    0.12394E+04    0.13355E+02   -0.52383E+02    0.21584E+06   -0.38597E+01
  1129    0.12396E+04    0.13218E+02   -0.51403E+02    0.21545E+06   -0.38238E+01
  1130    0.12395E+04    0.13086E+02   -0.50418E+02    0.21507E+06   -0.37848E+01
  1131    0.12395E+04    0.12958E+02   -0.49428E+02    0.21468E+06   -0.37427E+01
  1132    0.12394E+04    0.12836E+02   -0.48431E+02    0.21430E+06   -0.36975E+01
  1133    0.12391E+04    0.12719E+02   -0.47431E+02    0.21391E+06   -0.36495E+01
  1134    0.12388E+04    0.12608E+02   -0.46425E+02    0.21353E+06   -0.35985E+01
  1135    0.12384E+04    0.12501E+02   -0.45416E+02    0.21315E+06   -0.35448E+01
  1136    0.12379E+04    0.12400E+02   -0.44404E+02    0.21277E+06   -0.34883E+01
  1137    0.12373E+04    0.12304E+02   -0.43388E+02    0.21239E+06   -0.34292E+01
  1138    0.12366E+04    0.12214E+02   -0.42370E+02    0.21201E+06   -0.33675E+01
  1139    0.12359E+04    0.12128E+02   -0.41349E+02    0.21163E+06   -0.33033E+01
  1140    0.12350E+04    0.12049E+02   -0.40328E+02    0.21125E+06   -0.32367E+01
  1141    0.12341E+04    0.11973E+02   -0.39305E+02    0.21088E+06   -0.31676E+01
  1142    0.12330E+04    0.11904E+02   -0.38281E+02    0.21050E+06   -0.30963E+01
  1143    0.12319E+04    0.11840E+02   -0.37258E+02    0.21013E+06   -0.30228E+01
  1144    0.12306E+04    0.11780E+02   -0.36234E+02    0.20975E+06   -0.29470E+01
  1145    0.12293E+04    0.11728E+02   -0.35212E+02    0.20938E+06   -0.28692E+01
  1146    0.12279E+04    0.11680E+02   -0.34190E+02    0.20901E+06   -0.27894E+01
  1147    0.12264E+04    0.11637E+02   -0.33170E+02    0.20864E+06   -0.27076E+01
  1148    0.12248E+04    0.11600E+02   -0.32152E+02    0.20827E+06   -0.26240E+01
  1149    0.12232E+04    0.11568E+02   -0.31138E+02    0.20790E+06   -0.25385E+01
  1150    0.12214E+04    0.11541E+02   -0.30125E+02    0.20753E+06   -0.24513E+01
  1151    0.12196E+04    0.11520E+02   -0.29117E+02    0.20716E+06   -0.23624E+01
  1152    0.12176E+04    0.11504E+02   -0.28112E+02    0.20679E+06   -0.22718E+01
  1153    0.12157E+04    0.11494E+02   -0.27112E+02    0.20643E+06   -0.21793E+01
  1154    0.12136E+04    0.11489E+02   -0.26115E+02    0.20606E+06   -0.20848E+01
  1155    0.12115E+04    0.11489E+02   -0.25124E+02    0.20570E+06   -0.19883E+01
  1156    0.12092E+04    0.11494E+02   -0.24139E+02    0.20533E+06   -0.18896E+01
  1157    0.12068E+04    0.11504E+02   -0.23159E+02    0.20497E+06   -0.17887E+01
  1158    0.12044E+04    0.11519E+02   -0.22186E+02    0.20461E+06   -0.16855E+01
  1159    0.12019E+04    0.11540E+02   -0.21219E+02    0.20425E+06   -0.15799E+01
  1160    0.11993E+04    0.11566E+02   -0.20261E+02    0.20389E+06   -0.14717E+01
  1161    0.11967E+04    0.11597E+02   -0.19309E+02    0.20353E+06   -0.13609E+01
  1162    0.11939E+04    0.11633E+02   -0.18365E+02    0.20317E+06   -0.12474E+01
  1163    0.11911E+04    0.11675E+02   -0.17431E+02    0.20281E+06   -0.11310E+01
  1164    0.11882E+04    0.11721E+02   -0.16504E+02    0.20246E+06   -0.10118E+01
  1165    0.11853E+04    0.11772E+02   -0.15587E+02    0.20210E+06   -0.88959E+00
  1166    0.11821E+04    0.11828E+02   -0.14679E+02    0.20175E+06   -0.76426E+00
  1167    0.11791E+04    0.11889E+02   -0.13782E+02    0.20139E+06   -0.63574E+00
  1168    0.11759E+04    0.11955E+02   -0.12894E+02    0.20104E+06   -0.50393E+00
  1169    0.11727E+04    0.12026E+02   -0.12018E+02    0.20069E+06   -0.36873E+00
  1170    0.11694E+04    0.12101E+02   -0.11152E+02    0.20033E+06   -0.23006E+00
  1171    0.11659E+04    0.12181E+02   -0.10298E+02    0.19998E+06   -0.87817E-01
  1172    0.11625E+04    0.12266E+02   -0.94553E+01    0.19963E+06    0.58099E-01
  1173    0.11590E+04    0.12355E+02   -0.86244E+01    0.19928E+06    0.20778E+00
  1174    0.11554E+04    0.12448E+02   -0.78063E+01    0.19894E+06    0.36132E+00
  1175    0.11517E+04    0.12546E+02   -0.70009E+01    0.19859E+06    0.51882E+00
  1176    0.11479E+04    0.12648E+02   -0.62089E+01    0.19824E+06    0.68037E+00
  1177    0.11442E+04    0.12755E+02   -0.54298E+01    0.19789E+06    0.84606E+00
  1178    0.11403E+04    0.12865E+02   -0.46644E+01    0.19755E+06    0.10160E+01
  1179    0.11365E+04    0.12982E+02   -0.39129E+01    0.19720E+06    0.11903E+01
  1180    0.11325E+04    0.13102E+02   -0.31756E+01    0.19686E+06    0.13690E+01
  1181    0.11285E+04    0.13225E+02   -0.24527E+01    0.19652E+06    0.15522E+01
  1182    0.11244E+04    0.13352E+02   -0.17447E+01    0.19618E+06    0.17401E+01
  1183    0.11203E+04    0.13484E+02   -0.10516E+01    0.19583E+06    0.19327E+01
  1184    0.11161E+04    0.13618E+02   -0.37380E+00    0.19549E+06    0.21301E+01
  1185    0.11119E+04    0.13758E+02    0.28852E+00    0.19515E+06    0.23324E+01
  1186    0.11076E+04    0.13901E+02    0.93496E+00    0.19481E+06    0.25397E+01
  1187    0.11034E+04    0.14047E+02    0.15654E+01    0.19448E+06    0.27521E+01
  1188    0.10990E+04    0.14197E+02    0.21794E+01    0.19414E+06    0.29697E+01
  1189    0.10946E+04    0.14350E+02    0.27771E+01    0.19380E+06    0.31926E+01
  1190    0.10902E+04    0.14507E+02    0.33580E+01    0.19347E+06    0.34209E+01
  1191    0.10856E+04    0.14667E+02    0.39222E+01    0.19313E+06    0.36547E+01
  1192    0.10811E+04    0.14830E+02    0.44693E+01    0.19280E+06    0.38940E+01
  1193    0.10766E+04    0.14997E+02    0.49992E+01    0.19246E+06    0.41390E+01
  1194    0.10720E+04    0.15166E+02    0.55118E+01    0.19213E+06    0.43898E+01
  1195    0.10674E+04    0.15339E+02    0.60069E+01    0.19180E+06    0.46465E+01
  1196    0.10626E+04    0.15515E+02    0.64839E+01    0.19147E+06    0.49091E+01
  1197    0.10580E+04    0.15693E+02    0.69432E+01    0.19114E+06    0.51778E+01
  1198    0.10532E+04    0.15874E+02    0.73834E+01    0.19081E+06    0.54526E+01
  1199    0.10485E+04    0.16057E+02    0.78067E+01    0.19048E+06    0.57337E+01
  1200    0.10437E+04    0.16243E+02    0.82115E+01    0.19015E+06    0.60211E+01
  1201    0.10389E+04    0.16431E+02    0.85971E+01    0.18982E+06    0.63149E+01
  1202    0.10340E+04    0.16622E+02    0.89649E+01    0.18949E+06    0.66146E+01
  1203    0.10292E+04    0.16816E+02    0.93135E+01    0.18917E+06    0.69199E+01
  1204    0.10243E+04    0.17011E+02    0.96435E+01    0.18884E+06    0.72303E+01
  1205    0.10194E+04    0.17208E+02    0.99543E+01    0.18852E+06    0.75453E+01
  1206    0.10145E+04    0.17407E+02    0.10247E+02    0.18819E+06    0.78645E+01
  1207    0.10097E+04    0.17608E+02    0.10519E+02    0.18787E+06    0.81875E+01
  1208    0.10048E+04    0.17811E+02    0.10773E+02    0.18755E+06    0.85137E+01
  1209    0.99978E+03    0.18016E+02    0.11008E+02    0.18723E+06    0.88428E+01
  1210    0.99487E+03    0.18221E+02    0.11223E+02    0.18691E+06    0.91743E+01
  1211    0.98989E+03    0.18429E+02    0.11419E+02    0.18659E+06    0.95077E+01
  1212    0.98497E+03    0.18638E+02    0.11596E+02    0.18627E+06    0.98426E+01
  1213    0.97998E+03    0.18848E+02    0.11755E+02    0.18595E+06    0.10179E+02
  1214    0.97506E+03    0.19060E+02    0.11894E+02    0.18563E+06    0.10515E+02
  1215    0.97014E+03    0.19272E+02    0.12013E+02    0.18531E+06    0.10852E+02
  1216    0.96522E+03    0.19486E+02    0.12113E+02    0.18500E+06    0.11188E+02
  1217    0.96015E+03    0.19701E+02    0.12194E+02    0.18468E+06    0.11524E+02
  1218    0.95522E+03    0.19917E+02    0.12255E+02    0.18436E+06    0.11858E+02
  1219    0.95022E+03    0.20132E+02    0.12298E+02    0.18405E+06    0.12191E+02
  1220    0.94530E+03    0.20349E+02    0.12321E+02    0.18374E+06    0.12522E+02
  1221    0.94037E+03    0.20565E+02    0.12326E+02    0.18342E+06    0.12850E+02
  1222    0.93543E+03    0.20783E+02    0.12310E+02    0.18311E+06    0.13175E+02
  1223    0.93050E+03    0.21001E+02    0.12277E+02    0.18280E+06    0.13497E+02
  1224    0.92557E+03    0.21218E+02    0.12223E+02    0.18249E+06    0.13815E+02
  1225    0.92071E+03    0.21436E+02    0.12151E+02    0.18218E+06    0.14128E+02
  1226    0.91584E+03    0.21654E+02    0.12060E+02    0.18187E+06    0.14437E+02
  1227    0.91105E+03    0.21871E+02    0.11950E+02    0.18156E+06    0.14740E+02
  1228    0.90619E+03    0.22089E+02    0.11823E+02    0.18125E+06    0.15038E+02
  1229    0.90140E+03    0.22306E+02    0.11675E+02    0.18094E+06    0.15330E+02
  1230    0.89645E+03    0.22523E+02    0.11511E+02    0.18064E+06    0.15615E+02
  1231    0.89166E+03    0.22739E+02    0.11327E+02    0.18033E+06    0.15893E+02
  1232    0.88686E+03    0.22954E+02    0.11127E+02    0.18002E+06    0.16163E+02
  1233    0.88221E+03    0.23170E+02    0.10907E+02    0.17972E+06    0.16426E+02
  1234    0.87749E+03    0.23384E+02    0.10670E+02    0.17941E+06    0.16680E+02
  1235    0.87306E+03    0.23598E+02    0.10416E+02    0.17911E+06    0.16925E+02
  1236    0.86848E+03    0.23810E+02    0.10144E+02    0.17881E+06    0.17162E+02
  1237    0.86390E+03    0.24021E+02    0.98541E+01    0.17851E+06    0.17388E+02
  1238    0.85939E+03    0.24231E+02    0.95469E+01    0.17820E+06    0.17604E+02
  1239    0.85489E+03    0.24440E+02    0.92224E+01    0.17790E+06    0.17810E+02
  1240    0.85038E+03    0.24647E+02    0.88821E+01    0.17760E+06    0.18004E+02
  1241    0.84601E+03    0.24853E+02    0.85244E+01    0.17730E+06    0.18187E+02
  1242    0.84158E+03    0.25058E+02    0.81517E+01    0.17701E+06    0.18358E+02
  1243    0.83721E+03    0.25260E+02    0.77606E+01    0.17671E+06    0.18516E+02
  1244    0.83292E+03    0.25462E+02    0.73550E+01    0.17641E+06    0.18662E+02
  1245    0.82870E+03    0.25662E+02    0.69332E+01    0.17611E+06    0.18794E+02
  1246    0.82449E+03    0.25859E+02    0.64970E+01    0.17582E+06    0.18913E+02
  1247    0.82027E+03    0.26055E+02    0.60447E+01    0.17552E+06    0.19017E+02
  1248    0.81612E+03    0.26248E+02    0.55771E+01    0.17523E+06    0.19106E+02
  1249    0.81205E+03    0.26441E+02    0.50949E+01    0.17493E+06    0.19181E+02
  1250    0.80805E+03    0.26630E+02    0.45981E+01    0.17464E+06    0.19240E+02
  1251    0.80405E+03    0.26816E+02    0.40868E+01    0.17434E+06    0.19283E+02
  1252    0.80019E+03    0.27002E+02    0.35612E+01    0.17405E+06    0.19311E+02
  1253    0.79627E+03    0.27184E+02    0.30220E+01    0.17376E+06    0.19323E+02
  1254    0.79241E+03    0.27363E+02    0.24692E+01    0.17347E+06    0.19322E+02
  1255    0.78863E+03    0.27541E+02    0.19031E+01    0.17318E+06    0.19307E+02
  1256    0.78500E+03    0.27715E+02    0.13241E+01    0.17289E+06    0.19278E+02
  1257    0.78136E+03    0.27887E+02    0.73240E+00    0.17260E+06    0.19238E+02
  1258    0.77773E+03    0.28055E+02    0.12838E+00    0.17231E+06    0.19185E+02
  1259    0.77417E+03    0.28221E+02   -0.48770E+00    0.17202E+06    0.19121E+02
  1260    0.77068E+03    0.28383E+02   -0.11155E+01    0.17174E+06    0.19046E+02
  1261    0.76727E+03    0.28544E+02   -0.17547E+01    0.17145E+06    0.18962E+02
  1262    0.76393E+03    0.28701E+02   -0.24049E+01    0.17116E+06    0.18867E+02
  1263    0.76066E+03    0.28855E+02   -0.30661E+01    0.17088E+06    0.18764E+02
  1264    0.75739E+03    0.29005E+02   -0.37379E+01    0.17059E+06    0.18652E+02
  1265    0.75428E+03    0.29152E+02   -0.44199E+01    0.17031E+06    0.18533E+02
  1266    0.75116E+03    0.29297E+02   -0.51115E+01    0.17002E+06    0.18406E+02
  1267    0.74811E+03    0.29436E+02   -0.58129E+01    0.16974E+06    0.18273E+02
  1268    0.74515E+03    0.29575E+02   -0.65236E+01    0.16946E+06    0.18133E+02
  1269    0.74226E+03    0.29707E+02   -0.72428E+01    0.16918E+06    0.17989E+02
  1270    0.73943E+03    0.29837E+02   -0.79714E+01    0.16890E+06    0.17839E+02
  1271    0.73667E+03    0.29963E+02   -0.87078E+01    0.16862E+06    0.17685E+02
  1272    0.73396E+03    0.30086E+02   -0.94520E+01    0.16834E+06    0.17528E+02
  1273    0.73131E+03    0.30205E+02   -0.10204E+02    0.16806E+06    0.17367E+02
  1274    0.72874E+03    0.30319E+02   -0.10963E+02    0.16778E+06    0.17204E+02
  1275    0.72624E+03    0.30430E+02   -0.11728E+02    0.16750E+06    0.17039E+02
  1276    0.72379E+03    0.30537E+02   -0.12501E+02    0.16722E+06    0.16873E+02
  1277    0.72142E+03    0.30641E+02   -0.13278E+02    0.16694E+06    0.16706E+02
  1278    0.71911E+03    0.30740E+02   -0.14063E+02    0.16667E+06    0.16539E+02
  1279    0.71688E+03    0.30835E+02   -0.14852E+02    0.16639E+06    0.16372E+02
  1280    0.71473E+03    0.30927E+02   -0.15647E+02    0.16612E+06    0.16206E+02
  1281    0.71264E+03    0.31015E+02   -0.16445E+02    0.16584E+06    0.16042E+02
  1282    0.71062E+03    0.31098E+02   -0.17249E+02    0.16557E+06    0.15881E+02
  1283    0.70868E+03    0.31177E+02   -0.18056E+02    0.16529E+06    0.15722E+02
  1284    0.70680E+03    0.31252E+02   -0.18868E+02    0.16502E+06    0.15566E+02
  1285    0.70499E+03    0.31324E+02   -0.19682E+02    0.16475E+06    0.15414E+02
  1286    0.70325E+03    0.31390E+02   -0.20500E+02    0.16448E+06    0.15267E+02
  1287    0.70159E+03    0.31452E+02   -0.21319E+02    0.16421E+06    0.15125E+02
  1288    0.70000E+03    0.31510E+02   -0.22142E+02    0.16394E+06    0.14989E+02
  1289    0.69847E+03    0.31564E+02   -0.22965E+02    0.16367E+06    0.14860E+02
  1290    0.69702E+03    0.31613E+02   -0.23790E+02    0.16340E+06    0.14737E+02
  1291    0.69564E+03    0.31659E+02   -0.24617E+02    0.16313E+06    0.14621E+02
  1292    0.69432E+03    0.31698E+02   -0.25445E+02    0.16286E+06    0.14514E+02
  1293    0.69308E+03    0.31735E+02   -0.26274E+02    0.16259E+06    0.14416E+02
  1294    0.69191E+03    0.31767E+02   -0.27100E+02    0.16232E+06    0.14326E+02
  1295    0.69081E+03    0.31795E+02   -0.27929E+02    0.16206E+06    0.14247E+02
  1296    0.68977E+03    0.31818E+02   -0.28754E+02    0.16179E+06    0.14178E+02
  1297    0.68881E+03    0.31838E+02   -0.29580E+02    0.16153E+06    0.14120E+02
  1298    0.68792E+03    0.31853E+02   -0.30405E+02    0.16126E+06    0.14074E+02
  1299    0.68708E+03    0.31863E+02   -0.31228E+02    0.16100E+06    0.14040E+02
  1300    0.68633E+03    0.31868E+02   -0.32048E+02    0.16073E+06    0.14019E+02
  1301    0.68565E+03    0.31870E+02   -0.32866E+02    0.16047E+06    0.14011E+02
  1302    0.68502E+03    0.31867E+02   -0.33681E+02    0.16021E+06    0.14016E+02
  1303    0.68447E+03    0.31860E+02   -0.34493E+02    0.15994E+06    0.14033E+02
  1304    0.68398E+03    0.31849E+02   -0.35302E+02    0.15968E+06    0.14062E+02
  1305    0.68356E+03    0.31832E+02   -0.36108E+02    0.15942E+06    0.14102E+02
  1306    0.68319E+03    0.31813E+02   -0.36908E+02    0.15916E+06    0.14153E+02
  1307    0.68290E+03    0.31788E+02   -0.37704E+02    0.15890E+06    0.14214E+02
  1308    0.68268E+03    0.31759E+02   -0.38497E+02    0.15864E+06    0.14285E+02
  1309    0.68250E+03    0.31724E+02   -0.39283E+02    0.15838E+06    0.14365E+02
  1310    0.68241E+03    0.31687E+02   -0.40064E+02    0.15812E+06    0.14454E+02
  1311    0.68236E+03    0.31645E+02   -0.40840E+02    0.15787E+06    0.14550E+02
  1312    0.68241E+03    0.31599E+02   -0.41609E+02    0.15761E+06    0.14654E+02
  1313    0.68249E+03    0.31549E+02   -0.42372E+02    0.15735E+06    0.14765E+02
  1314    0.68264E+03    0.31494E+02   -0.43127E+02    0.15710E+06    0.14883E+02
  1315    0.68285E+03    0.31436E+02   -0.43876E+02    0.15684E+06    0.15006E+02
  1316    0.68312E+03    0.31372E+02   -0.44618E+02    0.15658E+06    0.15135E+02
  1317    0.68345E+03    0.31306E+02   -0.45352E+02    0.15633E+06    0.15269E+02
  1318    0.68383E+03    0.31234E+02   -0.46077E+02    0.15608E+06    0.15406E+02
  1319    0.68427E+03    0.31159E+02   -0.46795E+02    0.15582E+06    0.15548E+02
  1320    0.68476E+03    0.31079E+02   -0.47504E+02    0.15557E+06    0.15693E+02
  1321    0.68531E+03    0.30997E+02   -0.48205E+02    0.15532E+06    0.15841E+02
  1322    0.68591E+03    0.30909E+02   -0.48896E+02    0.15506E+06    0.15990E+02
  1323    0.68657E+03    0.30817E+02   -0.49577E+02    0.15481E+06    0.16142E+02
  1324    0.68728E+03    0.30722E+02   -0.50250E+02    0.15456E+06    0.16294E+02
  1325    0.68804E+03    0.30623E+02   -0.50912E+02    0.15431E+06    0.16447E+02
  1326    0.68886E+03    0.30521E+02   -0.51564E+02    0.15406E+06    0.16600E+02
  1327    0.68971E+03    0.30415E+02   -0.52206E+02    0.15381E+06    0.16753E+02
  1328    0.69063E+03    0.30306E+02   -0.52836E+02    0.15356E+06    0.16904E+02
  1329    0.69158E+03    0.30192E+02   -0.53457E+02    0.15331E+06    0.17054E+02
  1330    0.69258E+03    0.30074E+02   -0.54065E+02    0.15307E+06    0.17202E+02
  1331    0.69364E+03    0.29953E+02   -0.54662E+02    0.15282E+06    0.17347E+02
  1332    0.69473E+03    0.29829E+02   -0.55248E+02    0.15257E+06    0.17489E+02
  1333    0.69586E+03    0.29700E+02   -0.55821E+02    0.15232E+06    0.17627E+02
  1334    0.69704E+03    0.29570E+02   -0.56383E+02    0.15208E+06    0.17761E+02
  1335    0.69826E+03    0.29435E+02   -0.56932E+02    0.15183E+06    0.17890E+02
  1336    0.69952E+03    0.29297E+02   -0.57468E+02    0.15159E+06    0.18014E+02
  1337    0.70082E+03    0.29155E+02   -0.57991E+02    0.15134E+06    0.18132E+02
  1338    0.70215E+03    0.29011E+02   -0.58502E+02    0.15110E+06    0.18243E+02
  1339    0.70353E+03    0.28863E+02   -0.59000E+02    0.15086E+06    0.18348E+02
  1340    0.70494E+03    0.28713E+02   -0.59485E+02    0.15061E+06    0.18445E+02
  1341    0.70638E+03    0.28560E+02   -0.59956E+02    0.15037E+06    0.18534E+02
  1342    0.70785E+03    0.28404E+02   -0.60414E+02    0.15013E+06    0.18614E+02
  1343    0.70936E+03    0.28244E+02   -0.60857E+02    0.14989E+06    0.18686E+02
  1344    0.71090E+03    0.28082E+02   -0.61287E+02    0.14964E+06    0.18747E+02
  1345    0.71246E+03    0.27918E+02   -0.61702E+02    0.14940E+06    0.18799E+02
  1346    0.71406E+03    0.27750E+02   -0.62104E+02    0.14916E+06    0.18840E+02
  1347    0.71568E+03    0.27580E+02   -0.62491E+02    0.14892E+06    0.18870E+02
  1348    0.71733E+03    0.27407E+02   -0.62863E+02    0.14868E+06    0.18888E+02
  1349    0.71901E+03    0.27231E+02   -0.63220E+02    0.14845E+06    0.18893E+02
  1350    0.72070E+03    0.27054E+02   -0.63563E+02    0.14821E+06    0.18886E+02
  1351    0.72243E+03    0.26874E+02   -0.63891E+02    0.14797E+06    0.18866E+02
  1352    0.72416E+03    0.26691E+02   -0.64203E+02    0.14773E+06    0.18833E+02
  1353    0.72592E+03    0.26508E+02   -0.64500E+02    0.14750E+06    0.18788E+02
  1354    0.72769E+03    0.26322E+02   -0.64783E+02    0.14726E+06    0.18733E+02
  1355    0.72950E+03    0.26133E+02   -0.65050E+02    0.14702E+06    0.18668E+02
  1356    0.73132E+03    0.25943E+02   -0.65303E+02    0.14679E+06    0.18593E+02
  1357    0.73315E+03    0.25751E+02   -0.65539E+02    0.14655E+06    0.18510E+02
  1358    0.73498E+03    0.25557E+02   -0.65757E+02    0.14632E+06    0.18420E+02
  1359    0.73683E+03    0.25361E+02   -0.65963E+02    0.14608E+06    0.18324E+02
  1360    0.73867E+03    0.25165E+02   -0.66151E+02    0.14585E+06    0.18221E+02
  1361    0.74054E+03    0.24966E+02   -0.66325E+02    0.14562E+06    0.18114E+02
  1362    0.74240E+03    0.24765E+02   -0.66481E+02    0.14539E+06    0.18003E+02
  1363    0.74427E+03    0.24563E+02   -0.66624E+02    0.14515E+06    0.17888E+02
  1364    0.74613E+03    0.24360E+02   -0.66750E+02    0.14492E+06    0.17771E+02
  1365    0.74807E+03    0.24156E+02   -0.66858E+02    0.14469E+06    0.17653E+02
  1366    0.74995E+03    0.23950E+02   -0.66953E+02    0.14446E+06    0.17534E+02
  1367    0.75182E+03    0.23743E+02   -0.67032E+02    0.14423E+06    0.17415E+02
  1368    0.75377E+03    0.23536E+02   -0.67093E+02    0.14400E+06    0.17298E+02
  1369    0.75564E+03    0.23327E+02   -0.67139E+02    0.14377E+06    0.17182E+02
  1370    0.75752E+03    0.23117E+02   -0.67170E+02    0.14354E+06    0.17069E+02
  1371    0.75940E+03    0.22907E+02   -0.67184E+02    0.14331E+06    0.16960E+02
  1372    0.76128E+03    0.22696E+02   -0.67183E+02    0.14308E+06    0.16855E+02
  1373    0.76316E+03    0.22485E+02   -0.67165E+02    0.14286E+06    0.16755E+02
  1374    0.76505E+03    0.22274E+02   -0.67132E+02    0.14263E+06    0.16662E+02
  1375    0.76693E+03    0.22061E+02   -0.67083E+02    0.14240E+06    0.16576E+02
  1376    0.76881E+03    0.21848E+02   -0.67018E+02    0.14218E+06    0.16497E+02
  1377    0.77070E+03    0.21636E+02   -0.66939E+02    0.14195E+06    0.16427E+02
  1378    0.77259E+03    0.21422E+02   -0.66843E+02    0.14172E+06    0.16367E+02
  1379    0.77440E+03    0.21210E+02   -0.66732E+02    0.14150E+06    0.16317E+02
  1380    0.77622E+03    0.20995E+02   -0.66605E+02    0.14128E+06    0.16279E+02
  1381    0.77804E+03    0.20782E+02   -0.66462E+02    0.14105E+06    0.16253E+02
  1382    0.77971E+03    0.20569E+02   -0.66304E+02    0.14083E+06    0.16239E+02
  1383    0.78152E+03    0.20356E+02   -0.66131E+02    0.14060E+06    0.16239E+02
  1384    0.78320E+03    0.20143E+02   -0.65943E+02    0.14038E+06    0.16254E+02
  1385    0.78487E+03    0.19931E+02   -0.65739E+02    0.14016E+06    0.16285E+02
  1386    0.78654E+03    0.19719E+02   -0.65520E+02    0.13994E+06    0.16332E+02
  1387    0.78814E+03    0.19507E+02   -0.65287E+02    0.13972E+06    0.16396E+02
  1388    0.78989E+03    0.19296E+02   -0.65039E+02    0.13949E+06    0.16478E+02
  1389    0.79150E+03    0.19085E+02   -0.64775E+02    0.13927E+06    0.16579E+02
  1390    0.79302E+03    0.18876E+02   -0.64499E+02    0.13905E+06    0.16700E+02
  1391    0.79463E+03    0.18667E+02   -0.64207E+02    0.13883E+06    0.16842E+02
  1392    0.79616E+03    0.18459E+02   -0.63901E+02    0.13861E+06    0.17004E+02
  1393    0.79769E+03    0.18253E+02   -0.63581E+02    0.13839E+06    0.17190E+02
  1394    0.79915E+03    0.18047E+02   -0.63248E+02    0.13818E+06    0.17398E+02
  1395    0.80061E+03    0.17841E+02   -0.62899E+02    0.13796E+06    0.17630E+02
  1396    0.80207E+03    0.17638E+02   -0.62539E+02    0.13774E+06    0.17888E+02
  1397    0.80346E+03    0.17436E+02   -0.62164E+02    0.13752E+06    0.18171E+02
  1398    0.80477E+03    0.17234E+02   -0.61776E+02    0.13731E+06    0.18480E+02
  1399    0.80609E+03    0.17035E+02   -0.61375E+02    0.13709E+06    0.18817E+02
  1400    0.80740E+03    0.16837E+02   -0.60961E+02    0.13687E+06    0.19182E+02
  1401    0.80864E+03    0.16640E+02   -0.60534E+02    0.13666E+06    0.19576E+02
  1402    0.80989E+03    0.16445E+02   -0.60095E+02    0.13644E+06    0.19998E+02
  1403    0.81106E+03    0.16252E+02   -0.59643E+02    0.13623E+06    0.20447E+02
  1404    0.81215E+03    0.16061E+02   -0.59178E+02    0.13601E+06    0.20923E+02
  1405    0.81332E+03    0.15870E+02   -0.58702E+02    0.13580E+06    0.21423E+02
  1406    0.81434E+03    0.15683E+02   -0.58215E+02    0.13559E+06    0.21948E+02
  1407    0.81529E+03    0.15497E+02   -0.57716E+02    0.13537E+06    0.22495E+02
  1408    0.81639E+03    0.15312E+02   -0.57205E+02    0.13516E+06    0.23065E+02
  1409    0.81727E+03    0.15130E+02   -0.56683E+02    0.13495E+06    0.23656E+02
  1410    0.81822E+03    0.14950E+02   -0.56151E+02    0.13473E+06    0.24268E+02
  1411    0.81909E+03    0.14772E+02   -0.55607E+02    0.13452E+06    0.24898E+02
