#    L    TT             EE             TE             PP             TP          
  1961    0.21496E+03    0.11270E+02   -0.18794E+02    0.59857E+05    0.16198E+02
  1962    0.21508E+03    0.11224E+02   -0.18936E+02    0.59773E+05    0.13646E+02
  1963    0.21520E+03    0.11177E+02   -0.19074E+02    0.59689E+05    0.11079E+02
  1964    0.21533E+03    0.11129E+02   -0.19209E+02    0.59605E+05    0.85019E+01
  1965    0.21548E+03    0.11079E+02   -0.19341E+02    0.59522E+05    0.59177E+01
  1966    0.21563E+03    0.11028E+02   -0.19470E+02    0.59438E+05    0.33308E+01
  1967    0.21580E+03    0.10977E+02   -0.19595E+02    0.59355E+05    0.74522E+00
  1968    0.21595E+03    0.10925E+02   -0.19716E+02    0.59272E+05   -0.18351E+01
  1969    0.21614E+03    0.10871E+02   -0.19834E+02    0.59189E+05   -0.44061E+01
  1970    0.21631E+03    0.10819E+02   -0.19948E+02    0.59106E+05   -0.69638E+01
  1971    0.21650E+03    0.10764E+02   -0.20058E+02    0.59023E+05   -0.95043E+01
  1972    0.21669E+03    0.10708E+02   -0.20164E+02    0.58941E+05   -0.12023E+02
  1973    0.21688E+03    0.10652E+02   -0.20267E+02    0.58858E+05   -0.14517E+02
  1974    0.21710E+03    0.10594E+02   -0.20366E+02    0.58776E+05   -0.16982E+02
  1975    0.21730E+03    0.10536E+02   -0.20461E+02    0.58693E+05   -0.19413E+02
  1976    0.21752E+03    0.10476E+02   -0.20552E+02    0.58611E+05   -0.21807E+02
  1977    0.21774E+03    0.10417E+02   -0.20640E+02    0.58529E+05   -0.24160E+02
  1978    0.21796E+03    0.10356E+02   -0.20722E+02    0.58447E+05   -0.26467E+02
  1979    0.21819E+03    0.10295E+02   -0.20802E+02    0.58366E+05   -0.28725E+02
  1980    0.21843E+03    0.10233E+02   -0.20877E+02    0.58284E+05   -0.30930E+02
  1981    0.21866E+03    0.10171E+02   -0.20948E+02    0.58202E+05   -0.33077E+02
  1982    0.21890E+03    0.10107E+02   -0.21015E+02    0.58121E+05   -0.35163E+02
  1983    0.21914E+03    0.10043E+02   -0.21079E+02    0.58039E+05   -0.37184E+02
  1984    0.21939E+03    0.99784E+01   -0.21138E+02    0.57958E+05   -0.39136E+02
  1985    0.21965E+03    0.99126E+01   -0.21193E+02    0.57877E+05   -0.41014E+02
  1986    0.21989E+03    0.98467E+01   -0.21244E+02    0.57796E+05   -0.42815E+02
  1987    0.22014E+03    0.97808E+01   -0.21291E+02    0.57715E+05   -0.44534E+02
  1988    0.22040E+03    0.97141E+01   -0.21333E+02    0.57635E+05   -0.46169E+02
  1989    0.22065E+03    0.96474E+01   -0.21371E+02    0.57554E+05   -0.47714E+02
  1990    0.22092E+03    0.95799E+01   -0.21406E+02    0.57474E+05   -0.49165E+02
  1991    0.22117E+03    0.95108E+01   -0.21436E+02    0.57393E+05   -0.50520E+02
  1992    0.22142E+03    0.94425E+01   -0.21462E+02    0.57313E+05   -0.51773E+02
  1993    0.22168E+03    0.93741E+01   -0.21484E+02    0.57233E+05   -0.52921E+02
  1994    0.22193E+03    0.93042E+01   -0.21501E+02    0.57153E+05   -0.53959E+02
  1995    0.22220E+03    0.92342E+01   -0.21515E+02    0.57073E+05   -0.54884E+02
  1996    0.22245E+03    0.91635E+01   -0.21525E+02    0.56993E+05   -0.55692E+02
  1997    0.22270E+03    0.90927E+01   -0.21529E+02    0.56913E+05   -0.56379E+02
  1998    0.22296E+03    0.90227E+01   -0.21530E+02    0.56834E+05   -0.56940E+02
  1999    0.22322E+03    0.89511E+01   -0.21527E+02    0.56754E+05   -0.57372E+02
  2000    0.22346E+03    0.88802E+01   -0.21520E+02    0.56675E+05   -0.57670E+02
  2001    0.22372E+03    0.88092E+01   -0.21508E+02    0.56596E+05   -0.57833E+02
  2002    0.22396E+03    0.87375E+01   -0.21493E+02    0.56517E+05   -0.57864E+02
  2003    0.22421E+03    0.86657E+01   -0.21473E+02    0.56438E+05   -0.57767E+02
  2004    0.22446E+03    0.85939E+01   -0.21449E+02    0.56359E+05   -0.57548E+02
  2005    0.22469E+03    0.85213E+01   -0.21421E+02    0.56280E+05   -0.57212E+02
  2006    0.22493E+03    0.84502E+01   -0.21390E+02    0.56202E+05   -0.56763E+02
  2007    0.22515E+03    0.83775E+01   -0.21353E+02    0.56123E+05   -0.56207E+02
  2008    0.22539E+03    0.83048E+01   -0.21313E+02    0.56045E+05   -0.55549E+02
  2009    0.22561E+03    0.82328E+01   -0.21269E+02    0.55966E+05   -0.54794E+02
  2010    0.22582E+03    0.81607E+01   -0.21221E+02    0.55888E+05   -0.53946E+02
  2011    0.22604E+03    0.80879E+01   -0.21169E+02    0.55810E+05   -0.53012E+02
  2012    0.22626E+03    0.80158E+01   -0.21113E+02    0.55732E+05   -0.51995E+02
  2013    0.22645E+03    0.79429E+01   -0.21054E+02    0.55654E+05   -0.50901E+02
  2014    0.22666E+03    0.78715E+01   -0.20990E+02    0.55577E+05   -0.49734E+02
  2015    0.22686E+03    0.77993E+01   -0.20923E+02    0.55499E+05   -0.48501E+02
  2016    0.22705E+03    0.77278E+01   -0.20852E+02    0.55421E+05   -0.47205E+02
  2017    0.22723E+03    0.76562E+01   -0.20777E+02    0.55344E+05   -0.45852E+02
  2018    0.22741E+03    0.75848E+01   -0.20699E+02    0.55267E+05   -0.44447E+02
  2019    0.22758E+03    0.75135E+01   -0.20615E+02    0.55190E+05   -0.42995E+02
  2020    0.22775E+03    0.74423E+01   -0.20530E+02    0.55113E+05   -0.41501E+02
  2021    0.22791E+03    0.73719E+01   -0.20440E+02    0.55036E+05   -0.39970E+02
  2022    0.22805E+03    0.73015E+01   -0.20348E+02    0.54959E+05   -0.38407E+02
  2023    0.22820E+03    0.72314E+01   -0.20251E+02    0.54882E+05   -0.36816E+02
  2024    0.22834E+03    0.71616E+01   -0.20151E+02    0.54805E+05   -0.35204E+02
  2025    0.22845E+03    0.70921E+01   -0.20048E+02    0.54729E+05   -0.33574E+02
  2026    0.22858E+03    0.70230E+01   -0.19941E+02    0.54653E+05   -0.31932E+02
  2027    0.22870E+03    0.69544E+01   -0.19831E+02    0.54576E+05   -0.30283E+02
  2028    0.22880E+03    0.68861E+01   -0.19717E+02    0.54500E+05   -0.28633E+02
  2029    0.22890E+03    0.68182E+01   -0.19600E+02    0.54424E+05   -0.26985E+02
  2030    0.22898E+03    0.67507E+01   -0.19481E+02    0.54348E+05   -0.25345E+02
  2031    0.22906E+03    0.66838E+01   -0.19358E+02    0.54272E+05   -0.23718E+02
  2032    0.22913E+03    0.66173E+01   -0.19232E+02    0.54197E+05   -0.22109E+02
  2033    0.22919E+03    0.65514E+01   -0.19103E+02    0.54121E+05   -0.20524E+02
  2034    0.22925E+03    0.64860E+01   -0.18971E+02    0.54046E+05   -0.18966E+02
  2035    0.22929E+03    0.64211E+01   -0.18836E+02    0.53970E+05   -0.17441E+02
  2036    0.22932E+03    0.63568E+01   -0.18699E+02    0.53895E+05   -0.15954E+02
  2037    0.22935E+03    0.62931E+01   -0.18558E+02    0.53820E+05   -0.14511E+02
  2038    0.22935E+03    0.62300E+01   -0.18416E+02    0.53745E+05   -0.13115E+02
  2039    0.22936E+03    0.61675E+01   -0.18269E+02    0.53670E+05   -0.11772E+02
  2040    0.22936E+03    0.61056E+01   -0.18121E+02    0.53595E+05   -0.10488E+02
  2041    0.22934E+03    0.60443E+01   -0.17969E+02    0.53520E+05   -0.92665E+01
  2042    0.22932E+03    0.59839E+01   -0.17816E+02    0.53446E+05   -0.81132E+01
  2043    0.22928E+03    0.59240E+01   -0.17659E+02    0.53371E+05   -0.70330E+01
  2044    0.22924E+03    0.58648E+01   -0.17501E+02    0.53297E+05   -0.60309E+01
  2045    0.22919E+03    0.58064E+01   -0.17340E+02    0.53222E+05   -0.51120E+01
  2046    0.22913E+03    0.57486E+01   -0.17178E+02    0.53148E+05   -0.42812E+01
  2047    0.22905E+03    0.56916E+01   -0.17013E+02    0.53074E+05   -0.35435E+01
  2048    0.22896E+03    0.56354E+01   -0.16845E+02    0.53000E+05   -0.29040E+01
  2049    0.22887E+03    0.55800E+01   -0.16676E+02    0.52926E+05   -0.23677E+01
  2050    0.22876E+03    0.55254E+01   -0.16504E+02    0.52852E+05   -0.19395E+01
  2051    0.22863E+03    0.54715E+01   -0.16332E+02    0.52779E+05   -0.16230E+01
  2052    0.22850E+03    0.54185E+01   -0.16157E+02    0.52705E+05   -0.14154E+01
  2053    0.22836E+03    0.53663E+01   -0.15979E+02    0.52632E+05   -0.13125E+01
  2054    0.22820E+03    0.53150E+01   -0.15801E+02    0.52558E+05   -0.13101E+01
  2055    0.22803E+03    0.52644E+01   -0.15621E+02    0.52485E+05   -0.14038E+01
  2056    0.22786E+03    0.52148E+01   -0.15439E+02    0.52412E+05   -0.15894E+01
  2057    0.22767E+03    0.51661E+01   -0.15255E+02    0.52339E+05   -0.18626E+01
  2058    0.22747E+03    0.51182E+01   -0.15071E+02    0.52266E+05   -0.22193E+01
  2059    0.22727E+03    0.50712E+01   -0.14885E+02    0.52193E+05   -0.26551E+01
  2060    0.22705E+03    0.50250E+01   -0.14697E+02    0.52121E+05   -0.31658E+01
  2061    0.22682E+03    0.49798E+01   -0.14508E+02    0.52048E+05   -0.37471E+01
  2062    0.22658E+03    0.49356E+01   -0.14318E+02    0.51976E+05   -0.43948E+01
  2063    0.22633E+03    0.48923E+01   -0.14127E+02    0.51903E+05   -0.51046E+01
  2064    0.22605E+03    0.48499E+01   -0.13935E+02    0.51831E+05   -0.58723E+01
  2065    0.22577E+03    0.48085E+01   -0.13742E+02    0.51759E+05   -0.66936E+01
  2066    0.22549E+03    0.47681E+01   -0.13549E+02    0.51687E+05   -0.75643E+01
  2067    0.22519E+03    0.47285E+01   -0.13354E+02    0.51615E+05   -0.84801E+01
  2068    0.22487E+03    0.46899E+01   -0.13159E+02    0.51543E+05   -0.94367E+01
  2069    0.22455E+03    0.46524E+01   -0.12962E+02    0.51471E+05   -0.10430E+02
  2070    0.22421E+03    0.46158E+01   -0.12767E+02    0.51399E+05   -0.11455E+02
  2071    0.22386E+03    0.45802E+01   -0.12570E+02    0.51328E+05   -0.12509E+02
  2072    0.22351E+03    0.45456E+01   -0.12372E+02    0.51256E+05   -0.13586E+02
  2073    0.22314E+03    0.45120E+01   -0.12175E+02    0.51185E+05   -0.14684E+02
  2074    0.22276E+03    0.44794E+01   -0.11977E+02    0.51114E+05   -0.15796E+02
  2075    0.22237E+03    0.44477E+01   -0.11778E+02    0.51043E+05   -0.16919E+02
  2076    0.22196E+03    0.44171E+01   -0.11579E+02    0.50972E+05   -0.18049E+02
  2077    0.22155E+03    0.43875E+01   -0.11381E+02    0.50901E+05   -0.19182E+02
  2078    0.22113E+03    0.43589E+01   -0.11182E+02    0.50830E+05   -0.20313E+02
  2079    0.22067E+03    0.43314E+01   -0.10984E+02    0.50759E+05   -0.21438E+02
  2080    0.22024E+03    0.43048E+01   -0.10785E+02    0.50688E+05   -0.22553E+02
  2081    0.21977E+03    0.42793E+01   -0.10587E+02    0.50618E+05   -0.23653E+02
  2082    0.21931E+03    0.42548E+01   -0.10388E+02    0.50547E+05   -0.24735E+02
  2083    0.21883E+03    0.42313E+01   -0.10192E+02    0.50477E+05   -0.25794E+02
  2084    0.21833E+03    0.42089E+01   -0.99942E+01    0.50407E+05   -0.26825E+02
  2085    0.21784E+03    0.41874E+01   -0.97967E+01    0.50336E+05   -0.27825E+02
  2086    0.21732E+03    0.41670E+01   -0.95999E+01    0.50266E+05   -0.28789E+02
  2087    0.21680E+03    0.41476E+01   -0.94044E+01    0.50196E+05   -0.29713E+02
  2088    0.21627E+03    0.41292E+01   -0.92096E+01    0.50126E+05   -0.30593E+02
  2089    0.21573E+03    0.41118E+01   -0.90147E+01    0.50056E+05   -0.31425E+02
  2090    0.21517E+03    0.40955E+01   -0.88212E+01    0.49987E+05   -0.32203E+02
  2091    0.21462E+03    0.40802E+01   -0.86283E+01    0.49917E+05   -0.32925E+02
  2092    0.21404E+03    0.40658E+01   -0.84368E+01    0.49848E+05   -0.33585E+02
  2093    0.21345E+03    0.40524E+01   -0.82445E+01    0.49778E+05   -0.34180E+02
  2094    0.21286E+03    0.40401E+01   -0.80544E+01    0.49709E+05   -0.34705E+02
  2095    0.21226E+03    0.40287E+01   -0.78656E+01    0.49640E+05   -0.35156E+02
  2096    0.21165E+03    0.40185E+01   -0.76783E+01    0.49570E+05   -0.35529E+02
  2097    0.21103E+03    0.40091E+01   -0.74917E+01    0.49501E+05   -0.35819E+02
  2098    0.21040E+03    0.40007E+01   -0.73068E+01    0.49432E+05   -0.36022E+02
  2099    0.20976E+03    0.39933E+01   -0.71221E+01    0.49364E+05   -0.36134E+02
  2100    0.20912E+03    0.39870E+01   -0.69400E+01    0.49295E+05   -0.36151E+02
  2101    0.20846E+03    0.39815E+01   -0.67589E+01    0.49226E+05   -0.36069E+02
  2102    0.20779E+03    0.39770E+01   -0.65791E+01    0.49157E+05   -0.35892E+02
  2103    0.20712E+03    0.39734E+01   -0.64010E+01    0.49089E+05   -0.35622E+02
  2104    0.20644E+03    0.39709E+01   -0.62245E+01    0.49021E+05   -0.35264E+02
  2105    0.20574E+03    0.39691E+01   -0.60496E+01    0.48952E+05   -0.34820E+02
  2106    0.20504E+03    0.39684E+01   -0.58764E+01    0.48884E+05   -0.34294E+02
  2107    0.20434E+03    0.39686E+01   -0.57050E+01    0.48816E+05   -0.33691E+02
  2108    0.20362E+03    0.39697E+01   -0.55354E+01    0.48748E+05   -0.33012E+02
  2109    0.20290E+03    0.39717E+01   -0.53676E+01    0.48680E+05   -0.32264E+02
  2110    0.20217E+03    0.39746E+01   -0.52018E+01    0.48612E+05   -0.31447E+02
  2111    0.20144E+03    0.39783E+01   -0.50379E+01    0.48544E+05   -0.30567E+02
  2112    0.20069E+03    0.39829E+01   -0.48759E+01    0.48477E+05   -0.29627E+02
  2113    0.19994E+03    0.39883E+01   -0.47161E+01    0.48409E+05   -0.28631E+02
  2114    0.19918E+03    0.39946E+01   -0.45584E+01    0.48341E+05   -0.27581E+02
  2115    0.19842E+03    0.40018E+01   -0.44027E+01    0.48274E+05   -0.26482E+02
  2116    0.19765E+03    0.40099E+01   -0.42493E+01    0.48207E+05   -0.25337E+02
  2117    0.19688E+03    0.40190E+01   -0.40982E+01    0.48140E+05   -0.24150E+02
  2118    0.19609E+03    0.40285E+01   -0.39493E+01    0.48073E+05   -0.22925E+02
  2119    0.19531E+03    0.40390E+01   -0.38027E+01    0.48006E+05   -0.21664E+02
  2120    0.19451E+03    0.40502E+01   -0.36584E+01    0.47939E+05   -0.20372E+02
  2121    0.19371E+03    0.40623E+01   -0.35166E+01    0.47872E+05   -0.19052E+02
  2122    0.19290E+03    0.40751E+01   -0.33771E+01    0.47805E+05   -0.17708E+02
  2123    0.19209E+03    0.40886E+01   -0.32402E+01    0.47739E+05   -0.16344E+02
  2124    0.19128E+03    0.41028E+01   -0.31057E+01    0.47672E+05   -0.14962E+02
  2125    0.19046E+03    0.41178E+01   -0.29737E+01    0.47606E+05   -0.13566E+02
  2126    0.18964E+03    0.41333E+01   -0.28442E+01    0.47539E+05   -0.12161E+02
  2127    0.18881E+03    0.41498E+01   -0.27175E+01    0.47473E+05   -0.10750E+02
  2128    0.18798E+03    0.41668E+01   -0.25932E+01    0.47407E+05   -0.93353E+01
  2129    0.18714E+03    0.41844E+01   -0.24717E+01    0.47341E+05   -0.79219E+01
  2130    0.18630E+03    0.42027E+01   -0.23528E+01    0.47275E+05   -0.65128E+01
  2131    0.18546E+03    0.42218E+01   -0.22366E+01    0.47210E+05   -0.51118E+01
  2132    0.18462E+03    0.42413E+01   -0.21231E+01    0.47144E+05   -0.37224E+01
  2133    0.18377E+03    0.42616E+01   -0.20125E+01    0.47078E+05   -0.23482E+01
  2134    0.18292E+03    0.42824E+01   -0.19046E+01    0.47013E+05   -0.99284E+00
  2135    0.18206E+03    0.43038E+01   -0.17993E+01    0.46948E+05    0.34020E+00
  2136    0.18121E+03    0.43257E+01   -0.16971E+01    0.46882E+05    0.16473E+01
  2137    0.18035E+03    0.43482E+01   -0.15976E+01    0.46817E+05    0.29248E+01
  2138    0.17948E+03    0.43712E+01   -0.15010E+01    0.46752E+05    0.41692E+01
  2139    0.17862E+03    0.43948E+01   -0.14073E+01    0.46687E+05    0.53769E+01
  2140    0.17775E+03    0.44188E+01   -0.13164E+01    0.46622E+05    0.65443E+01
  2141    0.17689E+03    0.44432E+01   -0.12285E+01    0.46558E+05    0.76678E+01
  2142    0.17602E+03    0.44682E+01   -0.11434E+01    0.46493E+05    0.87438E+01
  2143    0.17514E+03    0.44936E+01   -0.10614E+01    0.46428E+05    0.97687E+01
  2144    0.17427E+03    0.45195E+01   -0.98215E+00    0.46364E+05    0.10739E+02
  2145    0.17340E+03    0.45458E+01   -0.90606E+00    0.46300E+05    0.11651E+02
  2146    0.17252E+03    0.45724E+01   -0.83280E+00    0.46236E+05    0.12501E+02
  2147    0.17164E+03    0.45994E+01   -0.76255E+00    0.46172E+05    0.13286E+02
  2148    0.17078E+03    0.46269E+01   -0.69530E+00    0.46108E+05    0.14002E+02
  2149    0.16991E+03    0.46548E+01   -0.63101E+00    0.46044E+05    0.14645E+02
  2150    0.16903E+03    0.46829E+01   -0.56971E+00    0.45980E+05    0.15212E+02
  2151    0.16816E+03    0.47113E+01   -0.51141E+00    0.45916E+05    0.15700E+02
  2152    0.16729E+03    0.47401E+01   -0.45607E+00    0.45853E+05    0.16110E+02
  2153    0.16642E+03    0.47691E+01   -0.40375E+00    0.45789E+05    0.16444E+02
  2154    0.16555E+03    0.47984E+01   -0.35441E+00    0.45726E+05    0.16702E+02
  2155    0.16468E+03    0.48280E+01   -0.30805E+00    0.45663E+05    0.16887E+02
  2156    0.16381E+03    0.48578E+01   -0.26464E+00    0.45600E+05    0.17001E+02
  2157    0.16295E+03    0.48878E+01   -0.22420E+00    0.45537E+05    0.17044E+02
  2158    0.16209E+03    0.49180E+01   -0.18671E+00    0.45474E+05    0.17018E+02
  2159    0.16122E+03    0.49484E+01   -0.15216E+00    0.45411E+05    0.16926E+02
  2160    0.16036E+03    0.49789E+01   -0.12054E+00    0.45348E+05    0.16768E+02
  2161    0.15950E+03    0.50096E+01   -0.91831E-01    0.45286E+05    0.16546E+02
  2162    0.15865E+03    0.50405E+01   -0.66037E-01    0.45223E+05    0.16262E+02
  2163    0.15779E+03    0.50714E+01   -0.43134E-01    0.45161E+05    0.15918E+02
  2164    0.15694E+03    0.51024E+01   -0.23111E-01    0.45098E+05    0.15514E+02
  2165    0.15609E+03    0.51336E+01   -0.59543E-02    0.45036E+05    0.15053E+02
  2166    0.15525E+03    0.51648E+01    0.83465E-02    0.44974E+05    0.14536E+02
  2167    0.15441E+03    0.51959E+01    0.19809E-01    0.44912E+05    0.13965E+02
  2168    0.15357E+03    0.52272E+01    0.28452E-01    0.44850E+05    0.13342E+02
  2169    0.15274E+03    0.52584E+01    0.34303E-01    0.44788E+05    0.12667E+02
  2170    0.15192E+03    0.52897E+01    0.37384E-01    0.44726E+05    0.11943E+02
  2171    0.15108E+03    0.53209E+01    0.37720E-01    0.44664E+05    0.11171E+02
  2172    0.15026E+03    0.53521E+01    0.35331E-01    0.44602E+05    0.10352E+02
  2173    0.14945E+03    0.53831E+01    0.30243E-01    0.44540E+05    0.94893E+01
  2174    0.14864E+03    0.54143E+01    0.22482E-01    0.44479E+05    0.85832E+01
  2175    0.14783E+03    0.54452E+01    0.12070E-01    0.44417E+05    0.76357E+01
  2176    0.14702E+03    0.54760E+01   -0.96373E-03    0.44356E+05    0.66483E+01
  2177    0.14624E+03    0.55068E+01   -0.16591E-01    0.44294E+05    0.56226E+01
  2178    0.14545E+03    0.55373E+01   -0.34790E-01    0.44233E+05    0.45602E+01
  2179    0.14466E+03    0.55677E+01   -0.55533E-01    0.44171E+05    0.34627E+01
  2180    0.14388E+03    0.55979E+01   -0.78789E-01    0.44110E+05    0.23318E+01
  2181    0.14310E+03    0.56280E+01   -0.10453E+00    0.44048E+05    0.11689E+01
  2182    0.14233E+03    0.56579E+01   -0.13274E+00    0.43987E+05   -0.24289E-01
  2183    0.14156E+03    0.56876E+01   -0.16334E+00    0.43926E+05   -0.12462E+01
  2184    0.14080E+03    0.57169E+01   -0.19634E+00    0.43865E+05   -0.24952E+01
  2185    0.14005E+03    0.57460E+01   -0.23168E+00    0.43804E+05   -0.37697E+01
  2186    0.13930E+03    0.57750E+01   -0.26933E+00    0.43743E+05   -0.50682E+01
  2187    0.13857E+03    0.58036E+01   -0.30926E+00    0.43681E+05   -0.63890E+01
  2188    0.13783E+03    0.58320E+01   -0.35142E+00    0.43620E+05   -0.77306E+01
  2189    0.13711E+03    0.58600E+01   -0.39578E+00    0.43559E+05   -0.90912E+01
  2190    0.13640E+03    0.58876E+01   -0.44231E+00    0.43498E+05   -0.10469E+02
  2191    0.13568E+03    0.59151E+01   -0.49097E+00    0.43437E+05   -0.11864E+02
  2192    0.13497E+03    0.59420E+01   -0.54173E+00    0.43376E+05   -0.13272E+02
  2193    0.13427E+03    0.59686E+01   -0.59454E+00    0.43315E+05   -0.14693E+02
  2194    0.13358E+03    0.59950E+01   -0.64937E+00    0.43254E+05   -0.16126E+02
  2195    0.13290E+03    0.60209E+01   -0.70623E+00    0.43194E+05   -0.17568E+02
  2196    0.13222E+03    0.60463E+01   -0.76499E+00    0.43133E+05   -0.19018E+02
  2197    0.13156E+03    0.60714E+01   -0.82560E+00    0.43072E+05   -0.20474E+02
  2198    0.13089E+03    0.60960E+01   -0.88807E+00    0.43011E+05   -0.21936E+02
  2199    0.13023E+03    0.61202E+01   -0.95241E+00    0.42950E+05   -0.23400E+02
  2200    0.12959E+03    0.61440E+01   -0.10185E+01    0.42889E+05   -0.24866E+02
