#    L    TT             EE             BB             TE             PP             TP             EP          
   666    0.17569E+04    0.36285E+02    0.00000E+00   -0.39757E+02    0.12161E-07    0.82400E-05   -0.12173E-05
   667    0.17554E+04    0.36419E+02    0.00000E+00   -0.41480E+02    0.12131E-07    0.82986E-05   -0.12203E-05
   668    0.17539E+04    0.36547E+02    0.00000E+00   -0.43210E+02    0.12100E-07    0.83568E-05   -0.12230E-05
   669    0.17529E+04    0.36669E+02    0.00000E+00   -0.44943E+02    0.12070E-07    0.84147E-05   -0.12257E-05
   670    0.17518E+04    0.36785E+02    0.00000E+00   -0.46679E+02    0.12039E-07    0.84723E-05   -0.12282E-05
   671    0.17511E+04    0.36897E+02    0.00000E+00   -0.48418E+02    0.12009E-07    0.85295E-05   -0.12305E-05
   672    0.17505E+04    0.37002E+02    0.00000E+00   -0.50161E+02    0.11979E-07    0.85863E-05   -0.12327E-05
   673    0.17502E+04    0.37102E+02    0.00000E+00   -0.51904E+02    0.11949E-07    0.86428E-05   -0.12348E-05
   674    0.17500E+04    0.37195E+02    0.00000E+00   -0.53648E+02    0.11919E-07    0.86988E-05   -0.12367E-05
   675    0.17500E+04    0.37283E+02    0.00000E+00   -0.55392E+02    0.11889E-07    0.87545E-05   -0.12384E-05
   676    0.17502E+04    0.37364E+02    0.00000E+00   -0.57135E+02    0.11859E-07    0.88098E-05   -0.12401E-05
   677    0.17506E+04    0.37440E+02    0.00000E+00   -0.58877E+02    0.11830E-07    0.88647E-05   -0.12415E-05
   678    0.17513E+04    0.37509E+02    0.00000E+00   -0.60616E+02    0.11800E-07    0.89191E-05   -0.12429E-05
   679    0.17520E+04    0.37573E+02    0.00000E+00   -0.62353E+02    0.11771E-07    0.89732E-05   -0.12440E-05
   680    0.17531E+04    0.37631E+02    0.00000E+00   -0.64086E+02    0.11742E-07    0.90268E-05   -0.12451E-05
   681    0.17543E+04    0.37682E+02    0.00000E+00   -0.65813E+02    0.11713E-07    0.90799E-05   -0.12460E-05
   682    0.17557E+04    0.37727E+02    0.00000E+00   -0.67537E+02    0.11684E-07    0.91327E-05   -0.12467E-05
   683    0.17574E+04    0.37767E+02    0.00000E+00   -0.69255E+02    0.11655E-07    0.91849E-05   -0.12473E-05
   684    0.17591E+04    0.37799E+02    0.00000E+00   -0.70967E+02    0.11626E-07    0.92367E-05   -0.12478E-05
   685    0.17610E+04    0.37826E+02    0.00000E+00   -0.72672E+02    0.11597E-07    0.92881E-05   -0.12481E-05
   686    0.17632E+04    0.37846E+02    0.00000E+00   -0.74360E+02    0.11569E-07    0.93389E-05   -0.12483E-05
   687    0.17656E+04    0.37861E+02    0.00000E+00   -0.76044E+02    0.11540E-07    0.93893E-05   -0.12483E-05
   688    0.17681E+04    0.37869E+02    0.00000E+00   -0.77721E+02    0.11512E-07    0.94392E-05   -0.12482E-05
   689    0.17708E+04    0.37871E+02    0.00000E+00   -0.79383E+02    0.11483E-07    0.94886E-05   -0.12479E-05
   690    0.17737E+04    0.37867E+02    0.00000E+00   -0.81038E+02    0.11455E-07    0.95374E-05   -0.12476E-05
   691    0.17767E+04    0.37856E+02    0.00000E+00   -0.82679E+02    0.11427E-07    0.95858E-05   -0.12470E-05
   692    0.17800E+04    0.37840E+02    0.00000E+00   -0.84305E+02    0.11399E-07    0.96336E-05   -0.12464E-05
   693    0.17835E+04    0.37817E+02    0.00000E+00   -0.85924E+02    0.11371E-07    0.96809E-05   -0.12455E-05
   694    0.17870E+04    0.37788E+02    0.00000E+00   -0.87521E+02    0.11343E-07    0.97276E-05   -0.12446E-05
   695    0.17908E+04    0.37754E+02    0.00000E+00   -0.89104E+02    0.11316E-07    0.97738E-05   -0.12435E-05
   696    0.17948E+04    0.37713E+02    0.00000E+00   -0.90687E+02    0.11288E-07    0.98194E-05   -0.12423E-05
   697    0.17990E+04    0.37666E+02    0.00000E+00   -0.92241E+02    0.11261E-07    0.98645E-05   -0.12409E-05
   698    0.18033E+04    0.37612E+02    0.00000E+00   -0.93781E+02    0.11233E-07    0.99090E-05   -0.12394E-05
   699    0.18077E+04    0.37553E+02    0.00000E+00   -0.95298E+02    0.11206E-07    0.99529E-05   -0.12378E-05
   700    0.18124E+04    0.37487E+02    0.00000E+00   -0.96801E+02    0.11179E-07    0.99962E-05   -0.12360E-05
   701    0.18172E+04    0.37416E+02    0.00000E+00   -0.98290E+02    0.11152E-07    0.10039E-04   -0.12341E-05
   702    0.18221E+04    0.37339E+02    0.00000E+00   -0.99749E+02    0.11125E-07    0.10081E-04   -0.12320E-05
   703    0.18273E+04    0.37256E+02    0.00000E+00   -0.10121E+03    0.11098E-07    0.10123E-04   -0.12298E-05
   704    0.18325E+04    0.37167E+02    0.00000E+00   -0.10263E+03    0.11071E-07    0.10163E-04   -0.12275E-05
   705    0.18379E+04    0.37072E+02    0.00000E+00   -0.10403E+03    0.11044E-07    0.10204E-04   -0.12250E-05
   706    0.18434E+04    0.36971E+02    0.00000E+00   -0.10542E+03    0.11017E-07    0.10243E-04   -0.12224E-05
   707    0.18491E+04    0.36865E+02    0.00000E+00   -0.10678E+03    0.10991E-07    0.10282E-04   -0.12197E-05
   708    0.18550E+04    0.36753E+02    0.00000E+00   -0.10811E+03    0.10964E-07    0.10321E-04   -0.12169E-05
   709    0.18610E+04    0.36636E+02    0.00000E+00   -0.10943E+03    0.10938E-07    0.10359E-04   -0.12139E-05
   710    0.18671E+04    0.36512E+02    0.00000E+00   -0.11072E+03    0.10912E-07    0.10396E-04   -0.12108E-05
   711    0.18734E+04    0.36383E+02    0.00000E+00   -0.11198E+03    0.10886E-07    0.10432E-04   -0.12075E-05
   712    0.18798E+04    0.36249E+02    0.00000E+00   -0.11323E+03    0.10860E-07    0.10468E-04   -0.12042E-05
   713    0.18864E+04    0.36110E+02    0.00000E+00   -0.11444E+03    0.10834E-07    0.10503E-04   -0.12007E-05
   714    0.18930E+04    0.35965E+02    0.00000E+00   -0.11563E+03    0.10808E-07    0.10538E-04   -0.11971E-05
   715    0.18997E+04    0.35815E+02    0.00000E+00   -0.11679E+03    0.10782E-07    0.10572E-04   -0.11933E-05
   716    0.19067E+04    0.35659E+02    0.00000E+00   -0.11793E+03    0.10756E-07    0.10605E-04   -0.11895E-05
   717    0.19137E+04    0.35499E+02    0.00000E+00   -0.11903E+03    0.10730E-07    0.10637E-04   -0.11855E-05
   718    0.19208E+04    0.35334E+02    0.00000E+00   -0.12012E+03    0.10705E-07    0.10669E-04   -0.11814E-05
   719    0.19280E+04    0.35162E+02    0.00000E+00   -0.12116E+03    0.10679E-07    0.10701E-04   -0.11772E-05
   720    0.19352E+04    0.34987E+02    0.00000E+00   -0.12219E+03    0.10654E-07    0.10731E-04   -0.11728E-05
   721    0.19427E+04    0.34807E+02    0.00000E+00   -0.12317E+03    0.10629E-07    0.10761E-04   -0.11684E-05
   722    0.19502E+04    0.34622E+02    0.00000E+00   -0.12412E+03    0.10604E-07    0.10790E-04   -0.11638E-05
   723    0.19578E+04    0.34433E+02    0.00000E+00   -0.12505E+03    0.10579E-07    0.10819E-04   -0.11591E-05
   724    0.19655E+04    0.34238E+02    0.00000E+00   -0.12595E+03    0.10554E-07    0.10847E-04   -0.11543E-05
   725    0.19733E+04    0.34040E+02    0.00000E+00   -0.12682E+03    0.10529E-07    0.10874E-04   -0.11494E-05
   726    0.19812E+04    0.33839E+02    0.00000E+00   -0.12764E+03    0.10504E-07    0.10900E-04   -0.11443E-05
   727    0.19891E+04    0.33632E+02    0.00000E+00   -0.12845E+03    0.10479E-07    0.10926E-04   -0.11392E-05
   728    0.19971E+04    0.33420E+02    0.00000E+00   -0.12922E+03    0.10454E-07    0.10951E-04   -0.11339E-05
   729    0.20052E+04    0.33205E+02    0.00000E+00   -0.12996E+03    0.10430E-07    0.10975E-04   -0.11285E-05
   730    0.20132E+04    0.32985E+02    0.00000E+00   -0.13066E+03    0.10405E-07    0.10999E-04   -0.11231E-05
   731    0.20215E+04    0.32761E+02    0.00000E+00   -0.13133E+03    0.10381E-07    0.11021E-04   -0.11175E-05
   732    0.20298E+04    0.32535E+02    0.00000E+00   -0.13195E+03    0.10356E-07    0.11044E-04   -0.11118E-05
   733    0.20381E+04    0.32304E+02    0.00000E+00   -0.13256E+03    0.10332E-07    0.11065E-04   -0.11060E-05
   734    0.20465E+04    0.32070E+02    0.00000E+00   -0.13312E+03    0.10308E-07    0.11086E-04   -0.11001E-05
   735    0.20550E+04    0.31832E+02    0.00000E+00   -0.13366E+03    0.10284E-07    0.11105E-04   -0.10941E-05
   736    0.20634E+04    0.31590E+02    0.00000E+00   -0.13414E+03    0.10260E-07    0.11125E-04   -0.10880E-05
   737    0.20719E+04    0.31346E+02    0.00000E+00   -0.13461E+03    0.10236E-07    0.11143E-04   -0.10817E-05
   738    0.20804E+04    0.31099E+02    0.00000E+00   -0.13502E+03    0.10212E-07    0.11161E-04   -0.10754E-05
   739    0.20889E+04    0.30848E+02    0.00000E+00   -0.13541E+03    0.10188E-07    0.11178E-04   -0.10690E-05
   740    0.20975E+04    0.30595E+02    0.00000E+00   -0.13576E+03    0.10165E-07    0.11194E-04   -0.10625E-05
   741    0.21061E+04    0.30337E+02    0.00000E+00   -0.13608E+03    0.10141E-07    0.11209E-04   -0.10559E-05
   742    0.21147E+04    0.30080E+02    0.00000E+00   -0.13636E+03    0.10117E-07    0.11224E-04   -0.10492E-05
   743    0.21233E+04    0.29820E+02    0.00000E+00   -0.13660E+03    0.10094E-07    0.11238E-04   -0.10424E-05
   744    0.21320E+04    0.29556E+02    0.00000E+00   -0.13680E+03    0.10071E-07    0.11251E-04   -0.10354E-05
   745    0.21407E+04    0.29290E+02    0.00000E+00   -0.13698E+03    0.10047E-07    0.11263E-04   -0.10284E-05
   746    0.21492E+04    0.29023E+02    0.00000E+00   -0.13710E+03    0.10024E-07    0.11275E-04   -0.10213E-05
   747    0.21578E+04    0.28752E+02    0.00000E+00   -0.13719E+03    0.10001E-07    0.11285E-04   -0.10142E-05
   748    0.21664E+04    0.28481E+02    0.00000E+00   -0.13725E+03    0.99779E-08    0.11295E-04   -0.10069E-05
   749    0.21751E+04    0.28206E+02    0.00000E+00   -0.13728E+03    0.99549E-08    0.11304E-04   -0.99951E-06
   750    0.21836E+04    0.27931E+02    0.00000E+00   -0.13727E+03    0.99320E-08    0.11313E-04   -0.99205E-06
   751    0.21922E+04    0.27653E+02    0.00000E+00   -0.13722E+03    0.99091E-08    0.11320E-04   -0.98450E-06
   752    0.22008E+04    0.27376E+02    0.00000E+00   -0.13712E+03    0.98863E-08    0.11327E-04   -0.97687E-06
   753    0.22093E+04    0.27095E+02    0.00000E+00   -0.13699E+03    0.98636E-08    0.11333E-04   -0.96914E-06
   754    0.22177E+04    0.26814E+02    0.00000E+00   -0.13682E+03    0.98410E-08    0.11338E-04   -0.96134E-06
   755    0.22262E+04    0.26532E+02    0.00000E+00   -0.13662E+03    0.98185E-08    0.11343E-04   -0.95345E-06
   756    0.22345E+04    0.26249E+02    0.00000E+00   -0.13639E+03    0.97960E-08    0.11346E-04   -0.94548E-06
   757    0.22430E+04    0.25966E+02    0.00000E+00   -0.13611E+03    0.97736E-08    0.11349E-04   -0.93743E-06
   758    0.22512E+04    0.25681E+02    0.00000E+00   -0.13579E+03    0.97512E-08    0.11351E-04   -0.92930E-06
   759    0.22595E+04    0.25396E+02    0.00000E+00   -0.13544E+03    0.97290E-08    0.11353E-04   -0.92110E-06
   760    0.22676E+04    0.25110E+02    0.00000E+00   -0.13505E+03    0.97068E-08    0.11353E-04   -0.91282E-06
   761    0.22757E+04    0.24825E+02    0.00000E+00   -0.13463E+03    0.96847E-08    0.11353E-04   -0.90447E-06
   762    0.22839E+04    0.24539E+02    0.00000E+00   -0.13417E+03    0.96626E-08    0.11352E-04   -0.89605E-06
   763    0.22918E+04    0.24254E+02    0.00000E+00   -0.13367E+03    0.96407E-08    0.11350E-04   -0.88756E-06
   764    0.22998E+04    0.23968E+02    0.00000E+00   -0.13315E+03    0.96188E-08    0.11348E-04   -0.87900E-06
   765    0.23075E+04    0.23682E+02    0.00000E+00   -0.13258E+03    0.95969E-08    0.11345E-04   -0.87037E-06
   766    0.23153E+04    0.23397E+02    0.00000E+00   -0.13198E+03    0.95752E-08    0.11341E-04   -0.86168E-06
   767    0.23230E+04    0.23113E+02    0.00000E+00   -0.13134E+03    0.95535E-08    0.11337E-04   -0.85293E-06
   768    0.23306E+04    0.22829E+02    0.00000E+00   -0.13066E+03    0.95319E-08    0.11332E-04   -0.84411E-06
   769    0.23381E+04    0.22545E+02    0.00000E+00   -0.12995E+03    0.95103E-08    0.11326E-04   -0.83524E-06
   770    0.23454E+04    0.22263E+02    0.00000E+00   -0.12921E+03    0.94888E-08    0.11319E-04   -0.82630E-06
   771    0.23527E+04    0.21982E+02    0.00000E+00   -0.12843E+03    0.94674E-08    0.11312E-04   -0.81731E-06
   772    0.23599E+04    0.21702E+02    0.00000E+00   -0.12760E+03    0.94460E-08    0.11304E-04   -0.80827E-06
   773    0.23669E+04    0.21424E+02    0.00000E+00   -0.12676E+03    0.94248E-08    0.11295E-04   -0.79917E-06
   774    0.23738E+04    0.21147E+02    0.00000E+00   -0.12588E+03    0.94036E-08    0.11286E-04   -0.79002E-06
   775    0.23808E+04    0.20871E+02    0.00000E+00   -0.12497E+03    0.93824E-08    0.11276E-04   -0.78082E-06
   776    0.23874E+04    0.20598E+02    0.00000E+00   -0.12402E+03    0.93613E-08    0.11265E-04   -0.77157E-06
   777    0.23940E+04    0.20326E+02    0.00000E+00   -0.12304E+03    0.93403E-08    0.11254E-04   -0.76227E-06
   778    0.24006E+04    0.20056E+02    0.00000E+00   -0.12203E+03    0.93194E-08    0.11242E-04   -0.75293E-06
   779    0.24068E+04    0.19788E+02    0.00000E+00   -0.12099E+03    0.92985E-08    0.11230E-04   -0.74354E-06
   780    0.24130E+04    0.19521E+02    0.00000E+00   -0.11991E+03    0.92777E-08    0.11216E-04   -0.73411E-06
   781    0.24192E+04    0.19258E+02    0.00000E+00   -0.11881E+03    0.92569E-08    0.11203E-04   -0.72465E-06
   782    0.24250E+04    0.18997E+02    0.00000E+00   -0.11768E+03    0.92363E-08    0.11188E-04   -0.71514E-06
   783    0.24309E+04    0.18738E+02    0.00000E+00   -0.11652E+03    0.92156E-08    0.11173E-04   -0.70559E-06
   784    0.24366E+04    0.18483E+02    0.00000E+00   -0.11532E+03    0.91951E-08    0.11157E-04   -0.69601E-06
   785    0.24420E+04    0.18229E+02    0.00000E+00   -0.11410E+03    0.91746E-08    0.11141E-04   -0.68640E-06
   786    0.24474E+04    0.17979E+02    0.00000E+00   -0.11283E+03    0.91542E-08    0.11124E-04   -0.67675E-06
   787    0.24526E+04    0.17732E+02    0.00000E+00   -0.11154E+03    0.91338E-08    0.11107E-04   -0.66707E-06
   788    0.24576E+04    0.17487E+02    0.00000E+00   -0.11023E+03    0.91135E-08    0.11089E-04   -0.65737E-06
   789    0.24624E+04    0.17245E+02    0.00000E+00   -0.10890E+03    0.90933E-08    0.11070E-04   -0.64763E-06
   790    0.24672E+04    0.17008E+02    0.00000E+00   -0.10753E+03    0.90731E-08    0.11051E-04   -0.63787E-06
   791    0.24718E+04    0.16773E+02    0.00000E+00   -0.10613E+03    0.90530E-08    0.11031E-04   -0.62809E-06
   792    0.24762E+04    0.16543E+02    0.00000E+00   -0.10471E+03    0.90329E-08    0.11011E-04   -0.61828E-06
   793    0.24804E+04    0.16317E+02    0.00000E+00   -0.10326E+03    0.90129E-08    0.10990E-04   -0.60845E-06
   794    0.24844E+04    0.16095E+02    0.00000E+00   -0.10179E+03    0.89930E-08    0.10968E-04   -0.59860E-06
   795    0.24883E+04    0.15876E+02    0.00000E+00   -0.10029E+03    0.89731E-08    0.10946E-04   -0.58873E-06
   796    0.24921E+04    0.15662E+02    0.00000E+00   -0.98778E+02    0.89533E-08    0.10924E-04   -0.57885E-06
   797    0.24956E+04    0.15451E+02    0.00000E+00   -0.97234E+02    0.89336E-08    0.10901E-04   -0.56895E-06
   798    0.24989E+04    0.15244E+02    0.00000E+00   -0.95676E+02    0.89139E-08    0.10877E-04   -0.55904E-06
   799    0.25021E+04    0.15043E+02    0.00000E+00   -0.94094E+02    0.88943E-08    0.10853E-04   -0.54912E-06
   800    0.25051E+04    0.14845E+02    0.00000E+00   -0.92490E+02    0.88747E-08    0.10828E-04   -0.53919E-06
   801    0.25079E+04    0.14652E+02    0.00000E+00   -0.90871E+02    0.88552E-08    0.10803E-04   -0.52925E-06
   802    0.25104E+04    0.14463E+02    0.00000E+00   -0.89214E+02    0.88358E-08    0.10778E-04   -0.51930E-06
   803    0.25129E+04    0.14278E+02    0.00000E+00   -0.87557E+02    0.88164E-08    0.10751E-04   -0.50934E-06
   804    0.25151E+04    0.14099E+02    0.00000E+00   -0.85869E+02    0.87970E-08    0.10725E-04   -0.49938E-06
   805    0.25173E+04    0.13924E+02    0.00000E+00   -0.84167E+02    0.87778E-08    0.10698E-04   -0.48941E-06
   806    0.25191E+04    0.13754E+02    0.00000E+00   -0.82449E+02    0.87585E-08    0.10670E-04   -0.47944E-06
   807    0.25208E+04    0.13589E+02    0.00000E+00   -0.80715E+02    0.87394E-08    0.10642E-04   -0.46946E-06
   808    0.25222E+04    0.13430E+02    0.00000E+00   -0.78959E+02    0.87203E-08    0.10613E-04   -0.45947E-06
   809    0.25235E+04    0.13276E+02    0.00000E+00   -0.77195E+02    0.87012E-08    0.10584E-04   -0.44949E-06
   810    0.25245E+04    0.13126E+02    0.00000E+00   -0.75409E+02    0.86823E-08    0.10555E-04   -0.43949E-06
   811    0.25253E+04    0.12982E+02    0.00000E+00   -0.73607E+02    0.86633E-08    0.10525E-04   -0.42950E-06
   812    0.25260E+04    0.12845E+02    0.00000E+00   -0.71796E+02    0.86444E-08    0.10494E-04   -0.41950E-06
   813    0.25264E+04    0.12711E+02    0.00000E+00   -0.69974E+02    0.86256E-08    0.10463E-04   -0.40950E-06
   814    0.25268E+04    0.12584E+02    0.00000E+00   -0.68139E+02    0.86069E-08    0.10432E-04   -0.39950E-06
   815    0.25269E+04    0.12462E+02    0.00000E+00   -0.66293E+02    0.85882E-08    0.10400E-04   -0.38950E-06
   816    0.25266E+04    0.12346E+02    0.00000E+00   -0.64436E+02    0.85695E-08    0.10368E-04   -0.37950E-06
   817    0.25263E+04    0.12236E+02    0.00000E+00   -0.62569E+02    0.85509E-08    0.10335E-04   -0.36950E-06
   818    0.25258E+04    0.12131E+02    0.00000E+00   -0.60693E+02    0.85324E-08    0.10302E-04   -0.35949E-06
   819    0.25251E+04    0.12032E+02    0.00000E+00   -0.58808E+02    0.85139E-08    0.10269E-04   -0.34949E-06
   820    0.25242E+04    0.11939E+02    0.00000E+00   -0.56914E+02    0.84955E-08    0.10235E-04   -0.33950E-06
   821    0.25230E+04    0.11851E+02    0.00000E+00   -0.55015E+02    0.84771E-08    0.10200E-04   -0.32950E-06
   822    0.25216E+04    0.11770E+02    0.00000E+00   -0.53108E+02    0.84588E-08    0.10166E-04   -0.31951E-06
   823    0.25201E+04    0.11695E+02    0.00000E+00   -0.51195E+02    0.84405E-08    0.10131E-04   -0.30951E-06
   824    0.25182E+04    0.11626E+02    0.00000E+00   -0.49277E+02    0.84223E-08    0.10095E-04   -0.29953E-06
   825    0.25163E+04    0.11562E+02    0.00000E+00   -0.47355E+02    0.84041E-08    0.10059E-04   -0.28955E-06
   826    0.25141E+04    0.11506E+02    0.00000E+00   -0.45429E+02    0.83860E-08    0.10023E-04   -0.27957E-06
   827    0.25116E+04    0.11455E+02    0.00000E+00   -0.43501E+02    0.83680E-08    0.99861E-05   -0.26960E-06
   828    0.25091E+04    0.11410E+02    0.00000E+00   -0.41570E+02    0.83500E-08    0.99490E-05   -0.25963E-06
   829    0.25063E+04    0.11373E+02    0.00000E+00   -0.39638E+02    0.83320E-08    0.99116E-05   -0.24967E-06
   830    0.25033E+04    0.11341E+02    0.00000E+00   -0.37707E+02    0.83141E-08    0.98738E-05   -0.23972E-06
   831    0.25001E+04    0.11315E+02    0.00000E+00   -0.35776E+02    0.82963E-08    0.98356E-05   -0.22977E-06
   832    0.24967E+04    0.11295E+02    0.00000E+00   -0.33846E+02    0.82785E-08    0.97971E-05   -0.21983E-06
   833    0.24931E+04    0.11281E+02    0.00000E+00   -0.31917E+02    0.82607E-08    0.97582E-05   -0.20990E-06
   834    0.24892E+04    0.11274E+02    0.00000E+00   -0.29990E+02    0.82430E-08    0.97190E-05   -0.19998E-06
   835    0.24853E+04    0.11274E+02    0.00000E+00   -0.28066E+02    0.82254E-08    0.96794E-05   -0.19007E-06
