#    L    TT             EE             BB             TE             PP             TP             EP          
   434    0.17620E+04    0.18498E+02    0.00000E+00   -0.54660E+02    0.23917E-07    0.12574E-04    0.16436E-05
   435    0.17690E+04    0.18361E+02    0.00000E+00   -0.55809E+02    0.23838E-07    0.12300E-04    0.16506E-05
   436    0.17764E+04    0.18221E+02    0.00000E+00   -0.56927E+02    0.23759E-07    0.12029E-04    0.16572E-05
   437    0.17839E+04    0.18078E+02    0.00000E+00   -0.58014E+02    0.23680E-07    0.11761E-04    0.16633E-05
   438    0.17917E+04    0.17933E+02    0.00000E+00   -0.59070E+02    0.23602E-07    0.11497E-04    0.16689E-05
   439    0.17997E+04    0.17786E+02    0.00000E+00   -0.60095E+02    0.23524E-07    0.11235E-04    0.16740E-05
   440    0.18079E+04    0.17637E+02    0.00000E+00   -0.61088E+02    0.23447E-07    0.10977E-04    0.16785E-05
   441    0.18163E+04    0.17485E+02    0.00000E+00   -0.62049E+02    0.23370E-07    0.10723E-04    0.16824E-05
   442    0.18247E+04    0.17330E+02    0.00000E+00   -0.62977E+02    0.23293E-07    0.10472E-04    0.16857E-05
   443    0.18335E+04    0.17175E+02    0.00000E+00   -0.63873E+02    0.23216E-07    0.10226E-04    0.16883E-05
   444    0.18424E+04    0.17018E+02    0.00000E+00   -0.64735E+02    0.23140E-07    0.99826E-05    0.16903E-05
   445    0.18515E+04    0.16857E+02    0.00000E+00   -0.65564E+02    0.23064E-07    0.97436E-05    0.16916E-05
   446    0.18607E+04    0.16696E+02    0.00000E+00   -0.66358E+02    0.22989E-07    0.95088E-05    0.16921E-05
   447    0.18701E+04    0.16533E+02    0.00000E+00   -0.67120E+02    0.22914E-07    0.92782E-05    0.16919E-05
   448    0.18795E+04    0.16368E+02    0.00000E+00   -0.67848E+02    0.22839E-07    0.90520E-05    0.16909E-05
   449    0.18892E+04    0.16202E+02    0.00000E+00   -0.68540E+02    0.22764E-07    0.88302E-05    0.16892E-05
   450    0.18990E+04    0.16035E+02    0.00000E+00   -0.69200E+02    0.22690E-07    0.86131E-05    0.16865E-05
   451    0.19089E+04    0.15865E+02    0.00000E+00   -0.69824E+02    0.22616E-07    0.84006E-05    0.16831E-05
   452    0.19189E+04    0.15695E+02    0.00000E+00   -0.70415E+02    0.22543E-07    0.81928E-05    0.16788E-05
   453    0.19291E+04    0.15524E+02    0.00000E+00   -0.70970E+02    0.22469E-07    0.79896E-05    0.16736E-05
   454    0.19394E+04    0.15352E+02    0.00000E+00   -0.71492E+02    0.22396E-07    0.77909E-05    0.16677E-05
   455    0.19497E+04    0.15179E+02    0.00000E+00   -0.71979E+02    0.22324E-07    0.75967E-05    0.16610E-05
   456    0.19602E+04    0.15004E+02    0.00000E+00   -0.72427E+02    0.22252E-07    0.74070E-05    0.16536E-05
   457    0.19706E+04    0.14830E+02    0.00000E+00   -0.72847E+02    0.22180E-07    0.72216E-05    0.16454E-05
   458    0.19812E+04    0.14654E+02    0.00000E+00   -0.73223E+02    0.22108E-07    0.70405E-05    0.16365E-05
   459    0.19919E+04    0.14479E+02    0.00000E+00   -0.73569E+02    0.22037E-07    0.68637E-05    0.16269E-05
   460    0.20026E+04    0.14302E+02    0.00000E+00   -0.73879E+02    0.21966E-07    0.66911E-05    0.16166E-05
   461    0.20134E+04    0.14125E+02    0.00000E+00   -0.74155E+02    0.21895E-07    0.65226E-05    0.16057E-05
   462    0.20242E+04    0.13947E+02    0.00000E+00   -0.74390E+02    0.21824E-07    0.63582E-05    0.15942E-05
   463    0.20351E+04    0.13770E+02    0.00000E+00   -0.74604E+02    0.21754E-07    0.61978E-05    0.15820E-05
   464    0.20459E+04    0.13593E+02    0.00000E+00   -0.74765E+02    0.21685E-07    0.60415E-05    0.15692E-05
   465    0.20567E+04    0.13416E+02    0.00000E+00   -0.74904E+02    0.21615E-07    0.58890E-05    0.15559E-05
   466    0.20677E+04    0.13238E+02    0.00000E+00   -0.74999E+02    0.21546E-07    0.57404E-05    0.15420E-05
   467    0.20786E+04    0.13061E+02    0.00000E+00   -0.75064E+02    0.21477E-07    0.55956E-05    0.15276E-05
   468    0.20896E+04    0.12884E+02    0.00000E+00   -0.75092E+02    0.21408E-07    0.54545E-05    0.15127E-05
   469    0.21005E+04    0.12707E+02    0.00000E+00   -0.75090E+02    0.21340E-07    0.53171E-05    0.14973E-05
   470    0.21115E+04    0.12531E+02    0.00000E+00   -0.75052E+02    0.21272E-07    0.51834E-05    0.14815E-05
   471    0.21223E+04    0.12357E+02    0.00000E+00   -0.74976E+02    0.21204E-07    0.50532E-05    0.14652E-05
   472    0.21332E+04    0.12182E+02    0.00000E+00   -0.74871E+02    0.21137E-07    0.49266E-05    0.14484E-05
   473    0.21441E+04    0.12008E+02    0.00000E+00   -0.74729E+02    0.21070E-07    0.48034E-05    0.14313E-05
   474    0.21549E+04    0.11836E+02    0.00000E+00   -0.74557E+02    0.21003E-07    0.46836E-05    0.14137E-05
   475    0.21658E+04    0.11664E+02    0.00000E+00   -0.74348E+02    0.20937E-07    0.45672E-05    0.13959E-05
   476    0.21765E+04    0.11494E+02    0.00000E+00   -0.74104E+02    0.20870E-07    0.44540E-05    0.13776E-05
   477    0.21871E+04    0.11324E+02    0.00000E+00   -0.73835E+02    0.20804E-07    0.43441E-05    0.13591E-05
   478    0.21978E+04    0.11155E+02    0.00000E+00   -0.73522E+02    0.20739E-07    0.42374E-05    0.13402E-05
   479    0.22084E+04    0.10989E+02    0.00000E+00   -0.73189E+02    0.20673E-07    0.41337E-05    0.13211E-05
   480    0.22189E+04    0.10824E+02    0.00000E+00   -0.72819E+02    0.20608E-07    0.40332E-05    0.13017E-05
   481    0.22293E+04    0.10660E+02    0.00000E+00   -0.72413E+02    0.20543E-07    0.39357E-05    0.12820E-05
   482    0.22397E+04    0.10498E+02    0.00000E+00   -0.71978E+02    0.20479E-07    0.38411E-05    0.12621E-05
   483    0.22500E+04    0.10338E+02    0.00000E+00   -0.71516E+02    0.20414E-07    0.37494E-05    0.12421E-05
   484    0.22600E+04    0.10180E+02    0.00000E+00   -0.71022E+02    0.20350E-07    0.36605E-05    0.12218E-05
   485    0.22702E+04    0.10024E+02    0.00000E+00   -0.70497E+02    0.20287E-07    0.35744E-05    0.12014E-05
   486    0.22802E+04    0.98704E+01    0.00000E+00   -0.69942E+02    0.20223E-07    0.34911E-05    0.11809E-05
   487    0.22900E+04    0.97190E+01    0.00000E+00   -0.69358E+02    0.20160E-07    0.34104E-05    0.11602E-05
   488    0.22997E+04    0.95690E+01    0.00000E+00   -0.68745E+02    0.20097E-07    0.33323E-05    0.11395E-05
   489    0.23094E+04    0.94220E+01    0.00000E+00   -0.68103E+02    0.20034E-07    0.32567E-05    0.11187E-05
   490    0.23189E+04    0.92778E+01    0.00000E+00   -0.67432E+02    0.19972E-07    0.31837E-05    0.10978E-05
   491    0.23282E+04    0.91359E+01    0.00000E+00   -0.66736E+02    0.19910E-07    0.31131E-05    0.10769E-05
   492    0.23375E+04    0.89969E+01    0.00000E+00   -0.66012E+02    0.19848E-07    0.30449E-05    0.10559E-05
   493    0.23466E+04    0.88592E+01    0.00000E+00   -0.65260E+02    0.19786E-07    0.29790E-05    0.10350E-05
   494    0.23556E+04    0.87260E+01    0.00000E+00   -0.64483E+02    0.19725E-07    0.29154E-05    0.10141E-05
   495    0.23643E+04    0.85950E+01    0.00000E+00   -0.63680E+02    0.19664E-07    0.28540E-05    0.99324E-06
   496    0.23729E+04    0.84676E+01    0.00000E+00   -0.62852E+02    0.19603E-07    0.27947E-05    0.97245E-06
   497    0.23814E+04    0.83431E+01    0.00000E+00   -0.61999E+02    0.19542E-07    0.27376E-05    0.95176E-06
   498    0.23897E+04    0.82208E+01    0.00000E+00   -0.61124E+02    0.19482E-07    0.26825E-05    0.93117E-06
   499    0.23979E+04    0.81029E+01    0.00000E+00   -0.60223E+02    0.19422E-07    0.26294E-05    0.91071E-06
   500    0.24060E+04    0.79872E+01    0.00000E+00   -0.59301E+02    0.19362E-07    0.25782E-05    0.89040E-06
   501    0.24137E+04    0.78758E+01    0.00000E+00   -0.58356E+02    0.19302E-07    0.25288E-05    0.87026E-06
   502    0.24214E+04    0.77681E+01    0.00000E+00   -0.57389E+02    0.19243E-07    0.24814E-05    0.85029E-06
   503    0.24289E+04    0.76633E+01    0.00000E+00   -0.56402E+02    0.19184E-07    0.24358E-05    0.83048E-06
   504    0.24361E+04    0.75622E+01    0.00000E+00   -0.55393E+02    0.19125E-07    0.23919E-05    0.81084E-06
   505    0.24433E+04    0.74655E+01    0.00000E+00   -0.54366E+02    0.19067E-07    0.23499E-05    0.79135E-06
   506    0.24501E+04    0.73725E+01    0.00000E+00   -0.53318E+02    0.19008E-07    0.23097E-05    0.77202E-06
   507    0.24569E+04    0.72831E+01    0.00000E+00   -0.52253E+02    0.18950E-07    0.22713E-05    0.75283E-06
   508    0.24634E+04    0.71982E+01    0.00000E+00   -0.51168E+02    0.18892E-07    0.22346E-05    0.73380E-06
   509    0.24697E+04    0.71170E+01    0.00000E+00   -0.50068E+02    0.18834E-07    0.21996E-05    0.71491E-06
   510    0.24758E+04    0.70399E+01    0.00000E+00   -0.48951E+02    0.18777E-07    0.21663E-05    0.69617E-06
   511    0.24817E+04    0.69669E+01    0.00000E+00   -0.47818E+02    0.18720E-07    0.21348E-05    0.67756E-06
   512    0.24874E+04    0.68982E+01    0.00000E+00   -0.46669E+02    0.18663E-07    0.21049E-05    0.65909E-06
   513    0.24929E+04    0.68337E+01    0.00000E+00   -0.45507E+02    0.18606E-07    0.20767E-05    0.64075E-06
   514    0.24982E+04    0.67737E+01    0.00000E+00   -0.44331E+02    0.18550E-07    0.20501E-05    0.62254E-06
   515    0.25033E+04    0.67181E+01    0.00000E+00   -0.43142E+02    0.18494E-07    0.20252E-05    0.60446E-06
   516    0.25082E+04    0.66670E+01    0.00000E+00   -0.41940E+02    0.18438E-07    0.20018E-05    0.58649E-06
   517    0.25127E+04    0.66205E+01    0.00000E+00   -0.40727E+02    0.18382E-07    0.19801E-05    0.56865E-06
   518    0.25171E+04    0.65785E+01    0.00000E+00   -0.39504E+02    0.18326E-07    0.19599E-05    0.55093E-06
   519    0.25214E+04    0.65412E+01    0.00000E+00   -0.38268E+02    0.18271E-07    0.19413E-05    0.53332E-06
   520    0.25254E+04    0.65086E+01    0.00000E+00   -0.37025E+02    0.18216E-07    0.19242E-05    0.51582E-06
   521    0.25290E+04    0.64806E+01    0.00000E+00   -0.35773E+02    0.18161E-07    0.19087E-05    0.49842E-06
   522    0.25325E+04    0.64576E+01    0.00000E+00   -0.34512E+02    0.18106E-07    0.18947E-05    0.48113E-06
   523    0.25358E+04    0.64394E+01    0.00000E+00   -0.33244E+02    0.18052E-07    0.18821E-05    0.46394E-06
   524    0.25389E+04    0.64260E+01    0.00000E+00   -0.31970E+02    0.17998E-07    0.18710E-05    0.44684E-06
   525    0.25416E+04    0.64175E+01    0.00000E+00   -0.30689E+02    0.17944E-07    0.18614E-05    0.42984E-06
   526    0.25442E+04    0.64140E+01    0.00000E+00   -0.29404E+02    0.17890E-07    0.18532E-05    0.41294E-06
   527    0.25466E+04    0.64153E+01    0.00000E+00   -0.28114E+02    0.17837E-07    0.18465E-05    0.39611E-06
   528    0.25488E+04    0.64217E+01    0.00000E+00   -0.26822E+02    0.17783E-07    0.18411E-05    0.37938E-06
   529    0.25507E+04    0.64332E+01    0.00000E+00   -0.25525E+02    0.17730E-07    0.18371E-05    0.36272E-06
   530    0.25523E+04    0.64498E+01    0.00000E+00   -0.24229E+02    0.17678E-07    0.18345E-05    0.34614E-06
   531    0.25539E+04    0.64713E+01    0.00000E+00   -0.22928E+02    0.17625E-07    0.18332E-05    0.32964E-06
   532    0.25550E+04    0.64981E+01    0.00000E+00   -0.21629E+02    0.17573E-07    0.18333E-05    0.31321E-06
   533    0.25560E+04    0.65300E+01    0.00000E+00   -0.20329E+02    0.17520E-07    0.18347E-05    0.29685E-06
   534    0.25567E+04    0.65670E+01    0.00000E+00   -0.19031E+02    0.17468E-07    0.18373E-05    0.28055E-06
   535    0.25572E+04    0.66093E+01    0.00000E+00   -0.17735E+02    0.17417E-07    0.18413E-05    0.26431E-06
   536    0.25574E+04    0.66567E+01    0.00000E+00   -0.16440E+02    0.17365E-07    0.18465E-05    0.24813E-06
   537    0.25575E+04    0.67092E+01    0.00000E+00   -0.15149E+02    0.17314E-07    0.18530E-05    0.23201E-06
   538    0.25573E+04    0.67671E+01    0.00000E+00   -0.13862E+02    0.17263E-07    0.18607E-05    0.21594E-06
   539    0.25569E+04    0.68300E+01    0.00000E+00   -0.12580E+02    0.17212E-07    0.18696E-05    0.19992E-06
   540    0.25563E+04    0.68983E+01    0.00000E+00   -0.11303E+02    0.17161E-07    0.18797E-05    0.18395E-06
   541    0.25553E+04    0.69717E+01    0.00000E+00   -0.10032E+02    0.17111E-07    0.18909E-05    0.16801E-06
   542    0.25543E+04    0.70504E+01    0.00000E+00   -0.87684E+01    0.17060E-07    0.19033E-05    0.15212E-06
   543    0.25529E+04    0.71343E+01    0.00000E+00   -0.75123E+01    0.17010E-07    0.19169E-05    0.13627E-06
   544    0.25514E+04    0.72235E+01    0.00000E+00   -0.62644E+01    0.16960E-07    0.19316E-05    0.12044E-06
   545    0.25496E+04    0.73178E+01    0.00000E+00   -0.50254E+01    0.16911E-07    0.19474E-05    0.10465E-06
   546    0.25476E+04    0.74171E+01    0.00000E+00   -0.37963E+01    0.16861E-07    0.19643E-05    0.88882E-07
   547    0.25454E+04    0.75216E+01    0.00000E+00   -0.25774E+01    0.16812E-07    0.19822E-05    0.73139E-07
   548    0.25430E+04    0.76312E+01    0.00000E+00   -0.13698E+01    0.16763E-07    0.20012E-05    0.57416E-07
   549    0.25403E+04    0.77461E+01    0.00000E+00   -0.17401E+00    0.16714E-07    0.20213E-05    0.41710E-07
   550    0.25375E+04    0.78661E+01    0.00000E+00    0.10093E+01    0.16665E-07    0.20423E-05    0.26018E-07
   551    0.25345E+04    0.79913E+01    0.00000E+00    0.21794E+01    0.16617E-07    0.20644E-05    0.10338E-07
   552    0.25312E+04    0.81217E+01    0.00000E+00    0.33354E+01    0.16569E-07    0.20874E-05   -0.53299E-08
   553    0.25277E+04    0.82558E+01    0.00000E+00    0.44769E+01    0.16521E-07    0.21115E-05   -0.20982E-07
   554    0.25240E+04    0.83966E+01    0.00000E+00    0.56032E+01    0.16473E-07    0.21365E-05   -0.36617E-07
   555    0.25201E+04    0.85418E+01    0.00000E+00    0.67134E+01    0.16425E-07    0.21624E-05   -0.52233E-07
   556    0.25160E+04    0.86922E+01    0.00000E+00    0.78074E+01    0.16378E-07    0.21893E-05   -0.67826E-07
   557    0.25117E+04    0.88471E+01    0.00000E+00    0.88834E+01    0.16330E-07    0.22171E-05   -0.83396E-07
   558    0.25073E+04    0.90079E+01    0.00000E+00    0.99419E+01    0.16283E-07    0.22459E-05   -0.98939E-07
   559    0.25025E+04    0.91724E+01    0.00000E+00    0.10982E+02    0.16236E-07    0.22755E-05   -0.11445E-06
   560    0.24977E+04    0.93414E+01    0.00000E+00    0.12003E+02    0.16190E-07    0.23061E-05   -0.12994E-06
   561    0.24926E+04    0.95156E+01    0.00000E+00    0.13004E+02    0.16143E-07    0.23375E-05   -0.14539E-06
   562    0.24874E+04    0.96950E+01    0.00000E+00    0.13985E+02    0.16097E-07    0.23698E-05   -0.16080E-06
   563    0.24820E+04    0.98781E+01    0.00000E+00    0.14946E+02    0.16051E-07    0.24030E-05   -0.17618E-06
   564    0.24765E+04    0.10067E+02    0.00000E+00    0.15884E+02    0.16005E-07    0.24370E-05   -0.19152E-06
   565    0.24707E+04    0.10259E+02    0.00000E+00    0.16801E+02    0.15959E-07    0.24719E-05   -0.20682E-06
   566    0.24648E+04    0.10456E+02    0.00000E+00    0.17694E+02    0.15913E-07    0.25076E-05   -0.22207E-06
   567    0.24587E+04    0.10657E+02    0.00000E+00    0.18565E+02    0.15868E-07    0.25441E-05   -0.23727E-06
   568    0.24525E+04    0.10863E+02    0.00000E+00    0.19412E+02    0.15823E-07    0.25814E-05   -0.25243E-06
   569    0.24461E+04    0.11074E+02    0.00000E+00    0.20236E+02    0.15778E-07    0.26195E-05   -0.26754E-06
   570    0.24396E+04    0.11288E+02    0.00000E+00    0.21034E+02    0.15733E-07    0.26584E-05   -0.28259E-06
   571    0.24328E+04    0.11507E+02    0.00000E+00    0.21807E+02    0.15688E-07    0.26981E-05   -0.29759E-06
   572    0.24260E+04    0.11730E+02    0.00000E+00    0.22554E+02    0.15644E-07    0.27385E-05   -0.31253E-06
   573    0.24190E+04    0.11956E+02    0.00000E+00    0.23275E+02    0.15600E-07    0.27797E-05   -0.32741E-06
   574    0.24119E+04    0.12187E+02    0.00000E+00    0.23969E+02    0.15555E-07    0.28216E-05   -0.34222E-06
   575    0.24046E+04    0.12421E+02    0.00000E+00    0.24636E+02    0.15511E-07    0.28642E-05   -0.35698E-06
   576    0.23973E+04    0.12659E+02    0.00000E+00    0.25276E+02    0.15468E-07    0.29076E-05   -0.37167E-06
   577    0.23897E+04    0.12901E+02    0.00000E+00    0.25889E+02    0.15424E-07    0.29516E-05   -0.38628E-06
   578    0.23821E+04    0.13146E+02    0.00000E+00    0.26472E+02    0.15381E-07    0.29963E-05   -0.40083E-06
   579    0.23744E+04    0.13395E+02    0.00000E+00    0.27028E+02    0.15338E-07    0.30418E-05   -0.41530E-06
   580    0.23666E+04    0.13648E+02    0.00000E+00    0.27553E+02    0.15294E-07    0.30878E-05   -0.42970E-06
   581    0.23585E+04    0.13903E+02    0.00000E+00    0.28050E+02    0.15252E-07    0.31346E-05   -0.44402E-06
   582    0.23504E+04    0.14163E+02    0.00000E+00    0.28517E+02    0.15209E-07    0.31819E-05   -0.45826E-06
   583    0.23422E+04    0.14425E+02    0.00000E+00    0.28954E+02    0.15166E-07    0.32299E-05   -0.47242E-06
   584    0.23340E+04    0.14690E+02    0.00000E+00    0.29360E+02    0.15124E-07    0.32786E-05   -0.48649E-06
   585    0.23256E+04    0.14958E+02    0.00000E+00    0.29736E+02    0.15082E-07    0.33278E-05   -0.50048E-06
   586    0.23172E+04    0.15229E+02    0.00000E+00    0.30080E+02    0.15040E-07    0.33777E-05   -0.51438E-06
   587    0.23087E+04    0.15503E+02    0.00000E+00    0.30394E+02    0.14998E-07    0.34281E-05   -0.52819E-06
   588    0.23001E+04    0.15779E+02    0.00000E+00    0.30675E+02    0.14956E-07    0.34791E-05   -0.54190E-06
   589    0.22914E+04    0.16059E+02    0.00000E+00    0.30925E+02    0.14915E-07    0.35306E-05   -0.55552E-06
   590    0.22826E+04    0.16340E+02    0.00000E+00    0.31143E+02    0.14873E-07    0.35827E-05   -0.56904E-06
   591    0.22738E+04    0.16625E+02    0.00000E+00    0.31329E+02    0.14832E-07    0.36354E-05   -0.58246E-06
   592    0.22649E+04    0.16910E+02    0.00000E+00    0.31481E+02    0.14791E-07    0.36886E-05   -0.59577E-06
   593    0.22560E+04    0.17200E+02    0.00000E+00    0.31603E+02    0.14750E-07    0.37423E-05   -0.60899E-06
   594    0.22469E+04    0.17491E+02    0.00000E+00    0.31690E+02    0.14710E-07    0.37965E-05   -0.62209E-06
   595    0.22378E+04    0.17782E+02    0.00000E+00    0.31745E+02    0.14669E-07    0.38512E-05   -0.63509E-06
   596    0.22288E+04    0.18078E+02    0.00000E+00    0.31767E+02    0.14629E-07    0.39063E-05   -0.64797E-06
   597    0.22197E+04    0.18373E+02    0.00000E+00    0.31756E+02    0.14588E-07    0.39620E-05   -0.66075E-06
   598    0.22108E+04    0.18670E+02    0.00000E+00    0.31711E+02    0.14548E-07    0.40181E-05   -0.67340E-06
   599    0.22017E+04    0.18970E+02    0.00000E+00    0.31634E+02    0.14509E-07    0.40747E-05   -0.68594E-06
   600    0.21925E+04    0.19271E+02    0.00000E+00    0.31523E+02    0.14469E-07    0.41317E-05   -0.69836E-06
   601    0.21833E+04    0.19573E+02    0.00000E+00    0.31378E+02    0.14429E-07    0.41891E-05   -0.71065E-06
   602    0.21741E+04    0.19876E+02    0.00000E+00    0.31200E+02    0.14390E-07    0.42469E-05   -0.72283E-06
   603    0.21649E+04    0.20180E+02    0.00000E+00    0.30989E+02    0.14351E-07    0.43051E-05   -0.73487E-06
   604    0.21557E+04    0.20485E+02    0.00000E+00    0.30745E+02    0.14311E-07    0.43637E-05   -0.74680E-06
   605    0.21466E+04    0.20791E+02    0.00000E+00    0.30467E+02    0.14272E-07    0.44227E-05   -0.75860E-06
   606    0.21374E+04    0.21097E+02    0.00000E+00    0.30155E+02    0.14234E-07    0.44821E-05   -0.77027E-06
   607    0.21281E+04    0.21404E+02    0.00000E+00    0.29810E+02    0.14195E-07    0.45418E-05   -0.78182E-06
   608    0.21190E+04    0.21713E+02    0.00000E+00    0.29432E+02    0.14157E-07    0.46018E-05   -0.79324E-06
   609    0.21099E+04    0.22020E+02    0.00000E+00    0.29020E+02    0.14118E-07    0.46622E-05   -0.80453E-06
   610    0.21008E+04    0.22327E+02    0.00000E+00    0.28575E+02    0.14080E-07    0.47229E-05   -0.81570E-06
   611    0.20917E+04    0.22635E+02    0.00000E+00    0.28097E+02    0.14042E-07    0.47839E-05   -0.82673E-06
   612    0.20827E+04    0.22945E+02    0.00000E+00    0.27588E+02    0.14004E-07    0.48451E-05   -0.83764E-06
   613    0.20737E+04    0.23251E+02    0.00000E+00    0.27044E+02    0.13966E-07    0.49067E-05   -0.84841E-06
   614    0.20647E+04    0.23558E+02    0.00000E+00    0.26467E+02    0.13929E-07    0.49685E-05   -0.85906E-06
   615    0.20558E+04    0.23864E+02    0.00000E+00    0.25858E+02    0.13891E-07    0.50306E-05   -0.86957E-06
   616    0.20470E+04    0.24172E+02    0.00000E+00    0.25217E+02    0.13854E-07    0.50929E-05   -0.87995E-06
   617    0.20383E+04    0.24478E+02    0.00000E+00    0.24544E+02    0.13817E-07    0.51554E-05   -0.89020E-06
   618    0.20295E+04    0.24784E+02    0.00000E+00    0.23839E+02    0.13780E-07    0.52181E-05   -0.90032E-06
   619    0.20208E+04    0.25089E+02    0.00000E+00    0.23103E+02    0.13743E-07    0.52811E-05   -0.91030E-06
   620    0.20123E+04    0.25392E+02    0.00000E+00    0.22336E+02    0.13706E-07    0.53442E-05   -0.92015E-06
   621    0.20038E+04    0.25695E+02    0.00000E+00    0.21537E+02    0.13670E-07    0.54075E-05   -0.92986E-06
   622    0.19954E+04    0.25996E+02    0.00000E+00    0.20707E+02    0.13633E-07    0.54710E-05   -0.93944E-06
   623    0.19871E+04    0.26296E+02    0.00000E+00    0.19848E+02    0.13597E-07    0.55346E-05   -0.94887E-06
   624    0.19788E+04    0.26594E+02    0.00000E+00    0.18958E+02    0.13561E-07    0.55983E-05   -0.95818E-06
   625    0.19706E+04    0.26890E+02    0.00000E+00    0.18038E+02    0.13525E-07    0.56622E-05   -0.96734E-06
   626    0.19625E+04    0.27185E+02    0.00000E+00    0.17088E+02    0.13489E-07    0.57262E-05   -0.97637E-06
   627    0.19546E+04    0.27478E+02    0.00000E+00    0.16109E+02    0.13453E-07    0.57903E-05   -0.98526E-06
   628    0.19468E+04    0.27768E+02    0.00000E+00    0.15101E+02    0.13417E-07    0.58545E-05   -0.99400E-06
   629    0.19391E+04    0.28057E+02    0.00000E+00    0.14065E+02    0.13382E-07    0.59188E-05   -0.10026E-05
   630    0.19314E+04    0.28343E+02    0.00000E+00    0.13000E+02    0.13347E-07    0.59831E-05   -0.10111E-05
   631    0.19238E+04    0.28627E+02    0.00000E+00    0.11908E+02    0.13312E-07    0.60475E-05   -0.10194E-05
   632    0.19165E+04    0.28909E+02    0.00000E+00    0.10788E+02    0.13276E-07    0.61119E-05   -0.10276E-05
   633    0.19092E+04    0.29189E+02    0.00000E+00    0.96412E+01    0.13242E-07    0.61763E-05   -0.10356E-05
   634    0.19021E+04    0.29464E+02    0.00000E+00    0.84686E+01    0.13207E-07    0.62408E-05   -0.10435E-05
   635    0.18951E+04    0.29738E+02    0.00000E+00    0.72700E+01    0.13172E-07    0.63053E-05   -0.10513E-05
   636    0.18881E+04    0.30010E+02    0.00000E+00    0.60462E+01    0.13138E-07    0.63697E-05   -0.10589E-05
   637    0.18814E+04    0.30277E+02    0.00000E+00    0.47966E+01    0.13103E-07    0.64342E-05   -0.10663E-05
   638    0.18748E+04    0.30542E+02    0.00000E+00    0.35233E+01    0.13069E-07    0.64986E-05   -0.10737E-05
   639    0.18683E+04    0.30803E+02    0.00000E+00    0.22254E+01    0.13035E-07    0.65629E-05   -0.10808E-05
   640    0.18620E+04    0.31061E+02    0.00000E+00    0.90434E+00    0.13001E-07    0.66272E-05   -0.10879E-05
   641    0.18559E+04    0.31316E+02    0.00000E+00   -0.43981E+00    0.12967E-07    0.66914E-05   -0.10947E-05
   642    0.18498E+04    0.31567E+02    0.00000E+00   -0.18063E+01    0.12933E-07    0.67556E-05   -0.11015E-05
   643    0.18439E+04    0.31816E+02    0.00000E+00   -0.31947E+01    0.12900E-07    0.68196E-05   -0.11080E-05
   644    0.18383E+04    0.32058E+02    0.00000E+00   -0.46043E+01    0.12866E-07    0.68835E-05   -0.11145E-05
   645    0.18327E+04    0.32298E+02    0.00000E+00   -0.60348E+01    0.12833E-07    0.69473E-05   -0.11207E-05
   646    0.18273E+04    0.32534E+02    0.00000E+00   -0.74857E+01    0.12800E-07    0.70110E-05   -0.11269E-05
   647    0.18221E+04    0.32766E+02    0.00000E+00   -0.89566E+01    0.12767E-07    0.70745E-05   -0.11328E-05
   648    0.18170E+04    0.32994E+02    0.00000E+00   -0.10446E+02    0.12734E-07    0.71379E-05   -0.11387E-05
   649    0.18121E+04    0.33217E+02    0.00000E+00   -0.11954E+02    0.12701E-07    0.72011E-05   -0.11443E-05
   650    0.18075E+04    0.33435E+02    0.00000E+00   -0.13480E+02    0.12668E-07    0.72641E-05   -0.11498E-05
   651    0.18029E+04    0.33651E+02    0.00000E+00   -0.15023E+02    0.12636E-07    0.73269E-05   -0.11552E-05
   652    0.17985E+04    0.33861E+02    0.00000E+00   -0.16583E+02    0.12603E-07    0.73895E-05   -0.11604E-05
   653    0.17944E+04    0.34066E+02    0.00000E+00   -0.18158E+02    0.12571E-07    0.74519E-05   -0.11655E-05
   654    0.17904E+04    0.34266E+02    0.00000E+00   -0.19747E+02    0.12539E-07    0.75141E-05   -0.11704E-05
   655    0.17865E+04    0.34463E+02    0.00000E+00   -0.21352E+02    0.12506E-07    0.75760E-05   -0.11751E-05
   656    0.17829E+04    0.34654E+02    0.00000E+00   -0.22971E+02    0.12475E-07    0.76377E-05   -0.11797E-05
   657    0.17795E+04    0.34840E+02    0.00000E+00   -0.24602E+02    0.12443E-07    0.76992E-05   -0.11841E-05
   658    0.17761E+04    0.35022E+02    0.00000E+00   -0.26246E+02    0.12411E-07    0.77604E-05   -0.11884E-05
   659    0.17731E+04    0.35199E+02    0.00000E+00   -0.27902E+02    0.12379E-07    0.78214E-05   -0.11926E-05
   660    0.17702E+04    0.35370E+02    0.00000E+00   -0.29568E+02    0.12348E-07    0.78820E-05   -0.11966E-05
   661    0.17675E+04    0.35535E+02    0.00000E+00   -0.31244E+02    0.12316E-07    0.79424E-05   -0.12004E-05
   662    0.17651E+04    0.35697E+02    0.00000E+00   -0.32930E+02    0.12285E-07    0.80026E-05   -0.12041E-05
   663    0.17627E+04    0.35853E+02    0.00000E+00   -0.34626E+02    0.12254E-07    0.80624E-05   -0.12076E-05
   664    0.17606E+04    0.36002E+02    0.00000E+00   -0.36329E+02    0.12223E-07    0.81219E-05   -0.12110E-05
   665    0.17586E+04    0.36146E+02    0.00000E+00   -0.38040E+02    0.12192E-07    0.81811E-05   -0.12142E-05
